Lat,Lon,lagoslakeid,nhd_lat,nhd_long,elevation_m,sampleyear,samplemonth,chla,tn,tp,doc,secchi,meandepth,maxdepth,LakeID
42.12,-73.56,6944,42.118904,-73.555705,161.5769958,1989,7,27.8,NA,35,NA,2.36,4,9,
42.13,-72.19,3267,42.134836,-72.194138,201.8099976,1999,8,1,NA,19,NA,2.1,NA,3.4,
42.14,-73.6,7339,42.144158,-73.595613,217.7009888,1986,7,14.4,NA,50,NA,0.88,4.9,10,
42.19,-74.13,120368,42.192032,-74.12915,565.8109741,2005,6,3.6,200,NA,NA,1.1,NA,1.1,
42.19,-72.07,37,42.194397,-72.068994,182.8040009,2003,8,35.1,NA,NA,NA,1.4,1.8,3.7,
42.2,-74.04,31111,42.19818,-74.042248,649.0050049,2005,6,2.9,100,NA,NA,2.8,NA,3.5,
42.23,-71.58,21,42.228292,-71.576596,101.288002,2001,6,2,NA,23,NA,3.15,1.8,9.8,
42.24,-74.12,109925,42.23574,-74.11933,624.6049805,2005,6,2.1,100,NA,NA,1.7,NA,1.7,
42.24,-71.47,66421,42.239787,-71.465225,66.27100372,1986,9,5.56,NA,NA,NA,NA,6.4,14.3,
42.33,-74.96,121468,42.325572,-74.964499,624.6660156,2009,8,23.5,NA,100,NA,NA,NA,10,
42.35,-77.71,46877,42.34574,-77.712655,379.9067993,2007,6,6.4,NA,100,NA,0.5,NA,4.57,
42.36,-74.44,49938,42.362418,-74.442637,344.2420044,1989,5,0.24,NA,40,NA,0.5,18.1,46.5,
42.36,-73.61,79999,42.364165,-73.607638,121.7259979,2003,7,5,NA,NA,NA,1.45,NA,NA,
42.39,-73.9,7154,42.390943,-73.895492,199.3840027,2008,7,37.18,930,55,NA,1.35,3.5,7.5,
42.4,-76.51,86564,42.399738,-76.511716,291.5250244,1984,4,1.6,NA,NA,NA,0.5,NA,6.5,
42.41,-90.34,6435,42.406736,-90.338964,216.3600006,2006,5,12.5,NA,NA,NA,NA,6.096,18.288,
42.42,-74.56,74719,42.415311,-74.563513,530.2520142,2010,8,8.1,NA,100,NA,0.32,NA,2.3,
42.45,-95.8,4292,42.447658,-95.801247,340.4579773,2001,5,0.77,609.9,15.38,NA,4.9,3.14,8.84,
42.45,-76.48,34487,42.451168,-76.476433,238.2480011,2008,8,3.2,NA,NA,NA,NA,NA,NA,
42.45,-74.43,110982,42.445405,-74.426777,594.4503174,2010,8,2.7,NA,NA,NA,3.1,NA,22.8,
42.47,-71.16,25,42.468553,-71.156349,12.25599957,2004,8,7,NA,16,NA,3.3,3,12.2,
42.49,-77.57,6410,42.492786,-77.567238,517.4839478,1997,5,0.17,NA,16,NA,2.75,1.8,6.1,
42.49,-71.93,88340,42.486554,-71.928178,318.2860107,1993,8,0.5,NA,NA,2.87,5.55,NA,NA,
42.51,-74.98,36352,42.51092,-74.982637,347.375,1984,4,5.5,NA,NA,NA,1.3,NA,9.2,
42.52,-75.05,25998,42.517027,-75.05281,466.4779968,2008,9,9.6,300,200,NA,3.6,NA,12.8,
42.52,-74.15,7260,42.51993,-74.149836,465.9490051,1989,7,35.2,NA,20,NA,1,NA,6.1,
42.53,-71.03,44,42.530414,-71.028524,29.06999969,2002,7,63,NA,45,NA,0.6,0.9,1.8,
42.54,-74.09,84234,42.54422,-74.085024,420.0320129,2006,6,1.9,700,NA,NA,2.15,NA,2.5,
42.55,-75.49,118296,42.547792,-75.491928,362.2928772,1998,6,12.8,NA,NA,NA,1.1,NA,9.7,
42.56,-74.17,77874,42.562089,-74.167748,495.1490173,2010,8,9.1,NA,NA,NA,1.5,NA,1.5,
42.57,-74.16,54148,42.565834,-74.15663,469.249115,2010,8,6.9,NA,NA,NA,2.1,NA,2.1,
42.58,-75.44,6509,42.582642,-75.441489,533.0930176,2000,5,13.3,NA,13,NA,3.6,4.3,10,
42.58,-75.13,101782,42.58079,-75.128301,461.381012,1984,4,3,NA,NA,NA,7.1,NA,7,
42.58,-74.58,6910,42.583178,-74.581672,630.1870117,1997,6,7.33,NA,16,NA,2.15,NA,NA,
42.59,-75.37,62381,42.592536,-75.372154,434.6919861,1984,4,16.4,NA,NA,NA,2,NA,4.3,
42.59,-74.59,72614,42.592103,-74.594576,642.9870605,2010,7,11.7,NA,NA,NA,0.6,NA,3.7,
42.6,-74.53,91505,42.596463,-74.530766,626.1870117,2010,7,9.1,NA,NA,NA,1.9,NA,4,
42.61,-75,7352,42.611069,-75.004745,540.8779907,1987,6,4.8,NA,5,NA,5.75,NA,NA,
42.64,-76.92,6490,42.641671,-76.918376,135.4307251,1991,6,1.89,NA,8,NA,4.75,88.6,198.4,
42.66,-74.44,77877,42.664389,-74.443594,353.7680054,1997,7,2.3,NA,NA,NA,0.6,NA,11.6,
42.66,-72.35,136231,42.656934,-72.347472,206.8379974,1986,8,1.82,NA,NA,NA,NA,3.3,7.3,
42.7,-78.03,6974,42.696269,-78.034024,413.4620056,1986,6,11.8,NA,23,NA,NA,7.2,11.6,
42.7,-76.66,6844,42.702775,-76.658628,116.2130051,2002,6,0.96,1530,8,NA,5.3,NA,NA,
42.7,-71,7,42.69819,-71.001721,27.25000191,2003,9,11.8,NA,8,NA,5.1,5.2,12.5,
42.72,-77.61,53405,42.724116,-77.607732,275.677002,1985,4,3.2,NA,NA,NA,3.75,NA,29.3,
42.72,-77.57,117413,42.716932,-77.569191,333.9770203,1985,4,5.4,NA,NA,NA,3.5,NA,30.5,
42.74,-73.41,6478,42.735252,-73.412711,498.8519897,2002,5,1.45,460,7,NA,3.6,4.5,9.8,
42.74,-72.51,3933,42.736728,-72.509039,111.8590012,2005,4,0.8,NA,9.6000004,NA,1.8,NA,3.9624,
42.75,-77.51,7118,42.752825,-77.511373,244.6500092,1996,7,21,NA,25,NA,2.1,4.9,9.2,
42.75,-73.43,47857,42.745337,-73.433407,504.8519897,1986,9,11.21,NA,NA,NA,NA,0.5,1.2,
42.75,-72.84,1910,42.746242,-72.835171,514.8549805,2008,5,7.0999999,NA,13.6000004,NA,2,NA,1.8288,
42.76,-78.75,63692,42.757206,-78.751335,256.7399902,2006,6,5.1,600,NA,NA,2.35,NA,6.1,
42.76,-75.56,7171,42.760517,-75.557851,330.2799988,1988,6,6.22,NA,12,NA,2.65,3.7,10,
42.76,-74.9,86349,42.75971,-74.897207,362.5650024,1984,4,4.2,NA,NA,NA,6,NA,55,
42.76,-74.65,98668,42.757023,-74.652447,431.973999,1997,7,24.8,NA,NA,NA,0.7,NA,5.3,
42.77,-75.2,12369,42.769547,-75.202234,502.7749939,2008,9,24.6,400,NA,NA,2.35,NA,5.8,
42.78,-77.71,6561,42.778689,-77.712553,248.8419952,1986,6,0.33,NA,20,NA,3,11.5,20,
42.79,-78.23,138988,42.785625,-78.226438,486.0640259,2007,9,38.4,200,NA,NA,NA,NA,NA,
42.8,-73.19,3158,42.799072,-73.193025,336.0710144,2002,9,2.5,NA,16,NA,3.5,NA,6.096,
42.8,-72.82,2334,42.80135,-72.816154,440.6739807,2006,4,1.1,NA,12.6999998,NA,0.5,NA,2.4384,
42.82,-73.4,6494,42.817418,-73.399511,403.4460144,1987,6,1.7,NA,14,NA,5.95,4.6,11.5,
42.82,-72.81,3878,42.819078,-72.806911,491.7739868,2005,4,5.5,NA,12,NA,0.6,NA,2.1336,
42.82,-72.45,6280,42.819825,-72.450113,270.8630066,1995,8,3.2,NA,NA,4.02,3.1,1.8,7.3,
42.83,-71.44,5684,42.83155,-71.444463,55.8690033,1986,8,1.37,NA,NA,NA,NA,3.4,8.4,
42.85,-75.57,126778,42.852799,-75.568183,342.1799927,2009,8,4.8,NA,NA,NA,2.75,NA,19.66,
42.87,-75.76,6534,42.866518,-75.755892,457.1020203,1986,6,2.66,NA,6,NA,3.88,4.3,12.7,
42.87,-75.57,42799,42.874302,-75.573226,347.3164673,1992,6,12.5,NA,16,NA,2.21,NA,NA,
42.89,-77.98,76061,42.890566,-77.975412,322.32901,2010,6,40.4,NA,100,NA,0.5,NA,7.5,
42.89,-77.56,123773,42.888779,-77.563033,263.1289978,2009,8,6.9,NA,NA,NA,2.3,NA,12.8,
42.9,-75.52,6541,42.90133,-75.52389,345.776001,1989,7,2.53,NA,5,NA,6.45,7.1,23.3,
42.91,-75.32,134097,42.911514,-75.315933,463.1419067,2008,7,6,NA,NA,NA,2.2,NA,3.1,
42.92,-72.68,870,42.918285,-72.683257,418.8569946,2006,4,0.3,NA,9.8699999,NA,0.5,NA,10.668,
42.93,-72.22,26919,42.934076,-72.216822,289.8469849,1986,8,1.61,NA,NA,NA,NA,2.5,7.9,
42.94,-93.56,4280,42.940983,-93.562486,372.4700012,2001,6,60.88,16664.7,89.95,NA,0.9,2.82,6.71,
42.96,-72.01,69489,42.959289,-72.012319,349.8340149,1986,9,1.9,NA,NA,NA,NA,5.8,12.5,
42.98,-71.76,6051,42.983836,-71.76499,193.3549957,1986,8,1.89,NA,NA,NA,NA,2.7,5.2,
42.99,-95.67,5256,42.987674,-95.667987,417.3469238,2001,7,22.52,1477.7,102.58,NA,0.95,1.43,3.05,
42.99,-72.71,4148,42.989183,-72.705617,380.8569946,2006,4,1.6,NA,12.1000004,NA,3,NA,3.3528,
43,-89.49,1957,43.00083,-89.488729,291.1751099,2006,8,234,NA,737,NA,0.0762,NA,3.048,
43.02,-89.33,5106,43.015469,-89.3252,256.9883423,2002,9,29.8,NA,64,NA,NA,4.8768,10.3632,
43.03,-77.82,50236,43.027809,-77.820897,179.0279999,2009,8,2.1,NA,NA,NA,3.2,NA,7.7,
43.03,-77.57,110179,43.027436,-77.566235,195.8329926,2009,8,4.3,NA,NA,NA,NA,NA,1.5,
43.12,-72.6,941,43.122368,-72.604334,356.868988,2006,4,1.9,NA,15.3999996,NA,2.8,NA,3.6576,
43.13,-74.59,103722,43.127372,-74.588417,485.2009888,1986,8,2.55,NA,NA,NA,NA,4,11,
43.13,-74.49,7169,43.132425,-74.490168,442.4768677,1990,7,3.68,NA,8,NA,4.15,10.4,15,
43.14,-76.53,6492,43.140154,-76.533086,120.5189972,1992,6,2.74,NA,11,NA,2.38,1.4,3,
43.14,-72.47,4127,43.14312,-72.469184,186.8560028,2008,4,0.2,NA,24.6000004,NA,3.5,NA,14.0208,
43.15,-72.73,667,43.152582,-72.731951,494.2930298,2008,5,7.8899999,NA,8.3100004,NA,0.75,NA,1.524,
43.16,-74.54,6530,43.161608,-74.537847,472.2669983,1997,6,3.62,NA,10,NA,1.88,21.3,38,
43.17,-91.91,5414,43.174412,-91.90877,345.6281738,2001,6,2.59,4020.1,22.84,NA,4,3.54,8.23,
43.17,-71.07,5840,43.172959,-71.065363,68.18000031,1986,8,3.17,NA,NA,NA,NA,6.4,15.9,
43.19,-74.5,138250,43.188251,-74.499163,504.8789978,2008,11,1.098,NA,2.69,2.958,NA,2.3,4,
43.19,-70.76,7638,43.189496,-70.763963,51.5739975,1997,8,21,NA,26,8.82,1.95,2.1336,3.3528,
43.22,-70.81,7532,43.220042,-70.807018,0,1978,9,2.6,NA,NA,NA,NA,3.048,7.0104,
43.22,-70.77,8146,43.216907,-70.770946,33.27399826,1991,8,9.2,NA,23,NA,2,2.7432,4.8768,
43.23,-74.52,46782,43.226689,-74.517862,502.7669983,2010,7,4.8,NA,NA,NA,4.4,NA,8.5,
43.23,-74.51,41647,43.233894,-74.51277,502.7669983,2010,7,4.3,NA,NA,NA,2.75,NA,9,
43.24,-74.45,101699,43.235318,-74.452244,705.0790405,1986,8,3.38,NA,NA,NA,NA,1.5,5.8,
43.25,-76.96,6810,43.248326,-76.957931,74.79199982,1988,7,8.97,NA,21,NA,2.26,3.9,NA,
43.25,-71.52,6229,43.254849,-71.516007,95.84200287,1986,9,3.41,NA,NA,NA,NA,2.7,5.8,
43.25,-70.76,8356,43.254465,-70.761474,30.59632683,1982,9,7.1,NA,16,NA,3.7,2.7432,5.4864,
43.26,-75.91,92796,43.258277,-75.90774,141.8300018,2006,8,3.7,900,NA,NA,1.85,NA,6.6,
43.26,-74.53,40560,43.258765,-74.529395,500.8841248,1986,8,11.07,NA,NA,NA,NA,2.4,5.8,
43.27,-72.55,161,43.266803,-72.553387,258.3540039,2002,10,5.1999998,NA,22,NA,NA,NA,NA,
43.29,-89.62,3959,43.290993,-89.622996,263.3000183,2004,8,109,NA,149,NA,0.6096,NA,2.7432,
43.29,-75.43,7236,43.292233,-75.429555,167.1600037,1991,7,6.88,NA,11,NA,3.13,NA,17.5,
43.29,-74.43,126841,43.294298,-74.42906,631.8980103,1985,6,13.9,NA,100,5,2,NA,9.5,
43.3,-74.59,124548,43.303264,-74.593263,598.8839722,2008,11,0.582,NA,1,1.772,NA,4.5,11.3,
43.31,-74.79,67557,43.313805,-74.793577,574.8720093,1986,8,3.43,NA,NA,NA,NA,3,7.9,
43.31,-74.76,12282,43.305809,-74.76186,589.6719971,2010,8,3.7,NA,NA,NA,2.65,NA,22.9,
43.31,-74.72,74713,43.313419,-74.718132,666.882019,1994,8,0.4,NA,NA,1.19,9.75,NA,NA,
43.33,-75.91,7247,43.32938,-75.908727,182.730011,1993,7,3.48,NA,9,NA,2.8,NA,NA,
43.33,-75.07,17379,43.330849,-75.065071,372.6960144,1986,4,1.7,NA,NA,NA,3.4,NA,12.5,
43.34,-74.96,38400,43.336132,-74.959969,422.8721619,1986,8,4.33,NA,NA,NA,NA,3.6,11,
43.34,-74.45,106834,43.340636,-74.451815,527.9980469,1986,8,3.75,NA,NA,NA,NA,1.4,3,
43.35,-74.71,122446,43.347195,-74.712722,652.882019,1986,8,7.38,NA,NA,NA,NA,2.7,8.5,
43.37,-75.62,125901,43.368681,-75.622517,280.8354187,2006,8,2.9,700,NA,NA,1.5,NA,11.7,
43.38,-70.99,5863,43.383759,-70.986074,74.2401123,1979,8,4,NA,13,NA,2,2.2,6.7,
43.4,-70.76,59193,43.401775,-70.758432,76.61299133,1995,7,2.4,NA,NA,24.4,1,NA,NA,
43.4,-70.76,8100,43.399229,-70.764277,69.01300049,1988,7,3.1,NA,NA,NA,4.4,NA,NA,
43.41,-91.19,506,43.412926,-91.194334,188.9799957,2003,8,17,NA,43,NA,NA,NA,3.048,
43.41,-75.19,7073,43.408333,-75.186658,348.3079834,1997,5,3.29,NA,7,NA,2.2,2.9,NA,
43.41,-74.63,30021,43.414294,-74.631663,618.934021,2008,10,1.911,NA,3.4,2.815,NA,4.5,9.8,
43.41,-74.55,6873,43.411575,-74.549398,506.0169983,1999,6,3.2,NA,5,NA,4.42,17.7,24,
43.41,-70.76,8119,43.411984,-70.756143,70.21300507,1979,5,7.5,NA,NA,NA,2.3,NA,NA,
43.42,-89.73,4504,43.41756,-89.731823,293.1870117,2002,7,0.53,NA,12,NA,NA,9.144,14.3256,
43.43,-74.72,71584,43.431172,-74.724664,751.934021,2004,8,6.8,300,NA,1.4,2,NA,2.7,
43.46,-74.32,118166,43.463564,-74.315567,509.3009949,2010,8,5.6,NA,NA,NA,3,NA,18.3,
43.46,-72.05,5745,43.461825,-72.053945,391.8919983,1986,8,1.52,NA,NA,NA,NA,5.7,18.6,
43.47,-75.92,6949,43.472796,-75.923041,187.548996,1991,6,8.93,NA,20,NA,3.38,2.1,4.5,
43.47,-73.21,5238,43.468388,-73.212619,147.4090118,1978,5,4.8800001,NA,12,NA,3.5,11.2776,20.7264,
43.48,-74.38,106853,43.477576,-74.377514,525.8010254,1987,5,3.3,NA,NA,NA,5,NA,19,
43.48,-72.39,2703,43.484853,-72.390863,97.87400055,1991,6,1.83,NA,14,NA,2.5,NA,3.9624,
43.5,-95.13,5583,43.503744,-95.127339,427.4584961,2001,5,20.29,6731.7,123.89,NA,1.5,1.83,2.4,
43.5,-70.72,8010,43.49916,-70.722757,69.29494476,1990,9,32.4,NA,55,NA,2.4,3.3528,6.7056,
43.5,-70.65,8342,43.504276,-70.646907,82.40499878,1982,9,2.7,NA,5,NA,6.9,6.4008,13.1064,
43.51,-93.47,176,43.507783,-93.472881,386.730011,2012,6,390,NA,NA,NA,0.3,NA,NA,
43.51,-74.89,131790,43.512148,-74.888137,615.2559814,1986,8,0.76,NA,NA,NA,NA,8.3,18.3,
43.52,-70.59,8011,43.515531,-70.588977,64.53749847,1983,9,10.1,NA,19,NA,1.5,4.2672,10.9728,
43.54,-90.96,5006,43.539531,-90.957475,277.3829956,2012,9,28.7,NA,35,3.1,2,3.3528,6.7056,
43.54,-74.93,10518,43.539426,-74.927393,555.2559814,1995,7,0.9,NA,NA,2.54,5.5,5.7,17.7,
43.54,-73.7,88720,43.539838,-73.701975,240.3569946,1982,8,3.3,NA,NA,NA,5.6,NA,21,
43.55,-93.5,363,43.545769,-93.501104,377.3200378,1994,6,199,NA,371,NA,0.2,NA,NA,
43.55,-75.15,100964,43.545043,-75.149729,435.2220154,1986,4,0.4,NA,NA,NA,8.75,NA,23.2,
43.56,-73.78,7308,43.55651,-73.779441,315.0750122,1997,5,11,NA,12,NA,2.55,NA,NA,
43.56,-70.96,5753,43.561666,-70.96044,167.7389984,2004,8,3.6,233,6,3.39,7.35,3.9,9.1,
43.56,-70.78,7581,43.5561,-70.775672,129.9300079,1990,9,2.7,NA,6,NA,5,3.9624,7.9248,
43.57,-75.23,104043,43.566138,-75.22692,394.9221191,2008,9,26.958,NA,9.92,6.962,NA,4.5,10.1,
43.57,-70.23,7686,43.574912,-70.232147,3.775000095,1980,6,3.7,NA,NA,NA,1.2,1.2192,1.524,
43.59,-75.12,117429,43.591768,-75.118169,462.2420044,1986,4,2.5,NA,NA,NA,2.25,NA,2.5,
43.59,-74.56,26969,43.589211,-74.563441,751.947998,1986,8,1.91,NA,NA,NA,NA,3.9,12.2,
43.59,-70.93,8343,43.588284,-70.933771,174.1390076,2004,8,3.7,307,8,3.73,5.45,2.7432,6.096,
43.6,-74.99,75009,43.598863,-74.985611,571.1560059,1986,8,2.08,NA,NA,NA,NA,8.5,27.4,
43.6,-74.66,33441,43.603127,-74.663113,723.9550171,2008,10,4.093,NA,7.99,2.395,NA,8.4,23.2,
43.6,-73.8,65482,43.597049,-73.795216,291.5750122,2006,7,4.2,400,NA,NA,2.55,NA,8.2,
43.6,-70.29,8095,43.600476,-70.29499,9.572999954,2005,5,3.4,NA,12,NA,4.4,NA,NA,
43.61,-71.59,5980,43.614754,-71.594894,171.5370026,1986,9,2.44,NA,NA,NA,NA,3,8.8,
43.62,-74.76,69882,43.617588,-74.755868,653.7630005,1994,8,1,NA,NA,6.76,1.95,3,10.7,
43.62,-70.89,7988,43.619171,-70.886604,151.6390076,1992,8,2.7,NA,11,NA,4.6,2.4384,4.2672,
43.62,-70.84,7909,43.615518,-70.841725,137.6300049,1994,8,4,NA,9,NA,5,3.048,6.096,
43.62,-70.69,7774,43.622446,-70.688616,100.7050018,1981,9,3.6,NA,14,NA,4.6,6.4008,14.6304,
43.63,-74.74,30341,43.63298,-74.738533,645.9450073,2008,11,1.507,NA,2.08,2.796,NA,3.4,6.7,
43.63,-74.65,54459,43.629759,-74.65306,789.3405762,1986,8,0.51,NA,NA,NA,NA,2.7,7.6,
43.63,-73.84,7135,43.625937,-73.844572,279.0786743,1991,6,4.12,NA,9,NA,4.95,4.2,9.1,
43.63,-70.83,8069,43.626177,-70.828971,118.4245987,1978,8,2.2,NA,9,NA,4.1,3.048,5.1816,
43.64,-70.73,7506,43.636054,-70.728649,94.60500336,1978,8,1.8,NA,8,NA,8.5,6.4008,22.5552,
43.65,-74.56,35541,43.646694,-74.557967,716.958252,2008,11,12.994,NA,2.66,7.307,NA,0.7,1.2,
43.65,-72.43,2822,43.652532,-72.432333,173.5879974,1982,7,10,NA,31,NA,1.1,NA,3.3528,
43.65,-70.66,8518,43.651591,-70.659871,89.71199799,1979,8,2.3,NA,8,NA,4.9,4.8768,19.812,
43.66,-71.52,5786,43.658535,-71.524247,164.4629974,1986,9,1.96,NA,NA,NA,NA,6.7,21.4,
43.67,-70.69,8521,43.669106,-70.692462,85.81199646,1990,9,5.3,NA,12,NA,3.3,3.048,7.62,
43.68,-75.1,93854,43.684682,-75.098088,525.9609985,2008,11,1.26,NA,2.36,3.433,NA,NA,NA,
43.68,-75.04,89756,43.683599,-75.041076,535.4609985,1997,6,1.8,NA,NA,NA,NA,NA,NA,
43.68,-74.99,118525,43.677672,-74.992479,520.0610352,1986,4,0.8,NA,NA,NA,3.2,NA,3.2,
43.68,-73.85,6889,43.67856,-73.85436,264.480011,1986,7,9.91,NA,8,NA,NA,NA,10.7,
43.68,-70.69,7680,43.682656,-70.691862,85.81199646,1990,9,6.6,NA,12,NA,3.8,2.7432,5.7912,
43.68,-70.65,8254,43.680531,-70.646359,72.51199341,1981,10,7.2,NA,32,NA,1.9,1.8288,3.6576,
43.69,-75.27,6425,43.694974,-75.27386,376.007019,2001,6,7.8,NA,7,NA,3.73,8.6,18.3,
43.69,-75.06,62629,43.692432,-75.061534,548.4610596,1986,9,2.21,NA,NA,NA,NA,1.5,5.2,
43.69,-75.01,37659,43.69393,-75.006516,509.9609985,1986,8,2.16,NA,NA,NA,NA,2.4,4.6,
43.69,-70.58,8441,43.691028,-70.583686,79.40299988,1977,8,5.5,NA,NA,NA,NA,3.9624,6.7056,
43.7,-75.1,120636,43.701808,-75.098267,496.1610107,2008,11,2.837,NA,5,4.812,NA,NA,NA,
43.7,-70.78,7847,43.700901,-70.776189,103.4229965,1979,9,2,NA,6,NA,4,2.7432,4.8768,
43.71,-74.8,100953,43.712164,-74.798791,574.9539795,1986,4,0.7,NA,NA,9,6.5,6.1,21.9,
43.71,-73.84,132081,43.713716,-73.84264,273.5800171,2008,9,2.6,600,NA,NA,4.2,NA,8.6,
43.71,-73.71,6788,43.713384,-73.705355,243.3760071,1987,6,3.3,NA,3,NA,5.5,9.1,18,
43.72,-74.92,7128,43.719821,-74.923776,520.3610229,1986,7,2.22,NA,10,NA,3,NA,15.2,
43.74,-73.38,249,43.737817,-73.38038,28.15600014,1990,7,11.6899996,NA,NA,NA,0.4,NA,NA,
43.75,-74.84,59590,43.753183,-74.841838,520.2689819,1986,4,1.4,NA,NA,NA,4.2,NA,20,
43.75,-74.74,87650,43.748826,-74.744532,544.4464722,1986,8,1.16,NA,NA,NA,NA,11.8,26,
43.75,-70.87,7730,43.752838,-70.872677,169.0299988,1984,9,3.2,NA,16,NA,3.3,3.048,8.5344,
43.75,-70.67,8202,43.753111,-70.667599,70.52199554,1998,8,10,NA,15,12.1,1.4,3.6576,10.3632,
43.76,-75.31,7405,43.758721,-75.305661,378.8139954,1990,7,2.6,NA,8,NA,4,NA,NA,
43.77,-74.9,7145,43.76819,-74.90016,524.1829834,1998,6,5.21,NA,8,NA,3.7,3,10.1,
43.77,-74.85,69878,43.771755,-74.851875,552.9689941,2008,10,2.425,NA,5.12,3.426,NA,2.1,4.3,
43.77,-70.68,8300,43.772668,-70.684223,84.8219986,1981,9,1.4,NA,8,NA,7.8,6.7056,17.6784,
43.79,-95.49,549,43.793922,-95.49238,437.2349854,1985,5,46.8,NA,132,NA,0.3,NA,2.079,
43.79,-74.85,92799,43.785204,-74.850349,535.5690308,2008,3,5.766,NA,NA,3.942,NA,5.7,15.2,
43.79,-74.8,20870,43.79079,-74.802133,555.9689941,2008,10,1.957,NA,3.21,3.363,NA,4.3,6.1,
43.79,-73.97,107839,43.793556,-73.974436,369.9089966,1982,8,7.9,NA,NA,3.3,2.4,NA,4,
43.79,-73.77,7151,43.788272,-73.772977,245.8950043,1987,6,4.7,NA,5,NA,2,17,44,
43.79,-71.12,5608,43.792796,-71.122832,124.5090027,1986,9,2.43,NA,NA,NA,NA,8.5,22.3,
43.8,-95.51,2948,43.80214,-95.51429,437.2479858,1985,5,44.9,NA,122,NA,0.3,NA,3.51,
43.8,-75.29,38700,43.795357,-75.290598,382.7141113,1994,8,4.3,NA,NA,10.5,0.65,NA,NA,
43.8,-74.86,75010,43.795876,-74.863011,536.9689941,2008,9,3.383,NA,3.94,4.641,NA,7.3,17.7,
43.8,-72.3,4168,43.801143,-72.304114,300.4230042,2007,5,0.81,NA,6.9699998,NA,2,NA,3.3528,
43.81,-74.88,131777,43.811402,-74.87903,580.9829712,2008,10,4.422,NA,8.26,9.782,NA,1.5,5.2,
43.81,-74.83,32449,43.805395,-74.828902,591.4802246,2008,9,30.339,NA,5.09,6.669,NA,3.2,6.1,
43.81,-74.8,30339,43.81063,-74.798399,597.1690063,2008,10,1.801,NA,4.98,3.518,NA,10.9,21.3,
43.81,-69.82,7588,43.812509,-69.815613,2.099999905,1991,8,3.6,NA,17,NA,2,1.524,2.1336,
43.82,-70.68,7713,43.819662,-70.681175,95.52199554,1982,9,2.3,NA,13,NA,4.6,2.7432,5.4864,
43.83,-74.85,19834,43.832594,-74.846323,556.4689941,1986,4,0.5,NA,NA,NA,3.5,6.8,24.5,
43.83,-74.8,112334,43.833441,-74.797456,580.9689941,1986,8,3.85,NA,NA,NA,NA,2.1,4,
43.83,-73.81,38396,43.830801,-73.809154,380.8905029,2006,9,5.5,600,NA,NA,2.9,NA,11.5,
43.83,-72.48,1980,43.826543,-72.484235,298.9100037,2006,4,0.3,NA,9.4899998,NA,3.8,NA,4.572,
43.83,-72.23,3211,43.832602,-72.234961,255.9019928,2006,4,1.7,NA,11.3000002,NA,2.8,NA,3.3528,
43.83,-70.92,7955,43.829963,-70.915231,118.1360016,1998,8,4.9,NA,15,6.05,2.7,1.524,3.048,
43.84,-73.58,27272,43.839343,-73.580309,398.5830078,1999,5,1.7,NA,NA,NA,4.3,NA,NA,
43.84,-70.43,7659,43.843157,-70.432264,88.20600128,1982,5,3.7,NA,NA,NA,1.5,0.9144,1.524,
43.84,-69.87,7518,43.841802,-69.868589,27.78899956,1999,8,3.8,NA,8,3.7,4.6,1.8288,4.572,
43.85,-75.04,32443,43.849977,-75.043824,568.8699951,1986,9,4.8,NA,NA,NA,NA,5,13.7,
43.85,-74.89,6721,43.850075,-74.886264,625.3829956,1986,6,0.66,NA,4,NA,NA,NA,NA,
43.85,-70.96,8376,43.846556,-70.95782,162.3359985,1998,8,2.4,NA,5,3.27,6.6,11.2776,32.004,
43.85,-70.45,8417,43.854974,-70.445931,89.10600281,1978,3,11.8,NA,NA,NA,3.8,3.6576,8.8392,
