Lat,Lon,lagoslakeid,nhd_lat,nhd_long,elevation_m,sampleyear,samplemonth,chla,tn,tp,doc,secchi,meandepth,maxdepth,LakeID
43.86,-95.6,471,43.855014,-95.598835,455.8479919,1988,5,15.7,NA,100,NA,0.7,NA,2.7,
43.86,-95.6,4152,43.86408,-95.598238,455.8479919,1988,5,37.8,NA,133,NA,0.5,NA,2.1,
43.86,-74.82,23069,43.856624,-74.820221,596.623291,1986,8,1.5,NA,NA,NA,NA,1.3,3.7,
43.86,-70.55,8016,43.856739,-70.547047,81.21099854,1983,8,1.7,NA,2,NA,9,32.6136,96.3168,
43.87,-74.95,77118,43.870275,-74.952186,604.9829712,2008,10,3.216,NA,3.87,6.611,NA,3.5,10.1,
43.87,-73.65,70584,43.866403,-73.648315,295.5840149,2006,9,3.6,2400,NA,NA,6.9,NA,19,
43.87,-70.88,7941,43.865631,-70.884663,124.8359985,1998,8,7.1,NA,9,3.97,5.5,3.9624,9.144,
43.88,-95.8,130353,43.876829,-95.801378,505.5549622,2000,9,65.94,NA,NA,NA,NA,NA,1.695,
43.88,-74.77,110200,43.879357,-74.767282,589.9825439,1994,8,3.1,NA,NA,9.67,0.75,NA,NA,
43.88,-73.59,6506,43.880375,-73.586244,287.8590088,2000,5,1.79,NA,10,NA,5,5.4,11.5,
43.88,-70.88,8250,43.876254,-70.880648,121.9789963,1996,8,3.1,NA,NA,2.73,6.5,3.6576,13.4112,
43.88,-70.74,8341,43.88373,-70.744513,151.3390045,1997,8,2.8,NA,6,3.19,5.58,2.4384,9.144,
43.88,-69.65,8034,43.882278,-69.651402,3.680000067,1991,8,7.8,NA,11,NA,4.1,4.572,9.7536,
43.89,-73.69,6559,43.886055,-73.692784,248.5979919,1986,9,1.82,NA,NA,NA,NA,8.7,18.5,
43.89,-72.31,4293,43.892893,-72.305969,401.3359985,2003,5,3.3,NA,6,NA,6.0999999,2.4384,9.7536,
43.9,-74.96,67847,43.901457,-74.961662,512.085022,1986,4,1.2,NA,NA,NA,3,NA,10,
43.91,-74.77,24159,43.911162,-74.774244,595.9852295,1995,6,3.4,NA,NA,8.96,1.1,NA,NA,
43.91,-71.99,5621,43.909556,-71.99343,274.4970093,1986,9,3.77,NA,NA,NA,NA,3.6,6.7,
43.92,-75.26,6432,43.921671,-75.262354,353.79599,1997,6,1.63,NA,7,NA,3.2,4.4,6.5,
43.92,-75.21,15616,43.918056,-75.213412,392.6280212,2010,8,10.7,300,NA,NA,1.7,NA,17.6,
43.92,-70.47,7911,43.924523,-70.46889,84.22200012,1980,9,2.4,NA,5,NA,8.8,7.9248,20.7264,
43.93,-69.56,7850,43.933397,-69.564002,1.840000033,1988,8,3.3,NA,NA,NA,2,1.524,3.3528,
43.93,-69.5,8248,43.9321,-69.499825,10.6797924,1990,8,3.3,NA,NA,NA,3,4.572,6.4008,
43.94,-89.99,1283,43.937362,-89.986019,268.8119812,2010,4,16.9,NA,70,10,1.5,NA,10.9728,
43.96,-75.04,32446,43.963343,-75.042719,604.9700928,2008,10,2.748,NA,2.17,4.721,NA,3.4,11.6,
43.96,-74.96,112336,43.956663,-74.959342,645.7849731,1986,9,1.26,NA,NA,NA,NA,4.6,11.6,
43.97,-74.96,46081,43.969465,-74.955186,631.9849854,2008,10,6.494,NA,2.69,3.597,NA,4.9,13.7,
43.97,-70.46,8443,43.97144,-70.456175,84.52199554,1980,9,2.7,NA,8,NA,7.7,5.1816,16.4592,
43.97,-69.64,7915,43.969693,-69.638587,15.34000015,1997,8,6.5,NA,18,5.01,3.45,2.4384,3.9624,
43.99,-75.02,123804,43.990381,-75.018085,604.9699707,1986,9,0.69,NA,NA,NA,NA,1.5,3,
44,-95.86,10902,43.997439,-95.858203,511.0450134,2012,8,74.8,NA,NA,15.6,0.2,NA,1.5,
44,-73.82,46802,43.998991,-73.823761,581.9180908,2008,10,0.775,NA,2.64,3.49,NA,9.2,24.4,
44,-70.93,8190,44.004819,-70.93153,108.6690063,1980,9,4,NA,6,NA,5.6,5.1816,13.716,
44,-69.59,7510,44.004437,-69.594314,1.570142746,1991,8,8.9,NA,NA,NA,2.3,1.2192,4.8768,
44.01,-70.47,7782,44.013416,-70.472774,98.88800049,1978,8,1.3,NA,3,NA,8.5,10.668,36.8808,
44.02,-69.49,8195,44.023951,-69.487841,34.84000015,1978,9,1.9,NA,NA,NA,NA,2.4384,3.3528,
44.04,-91.64,291,44.03702,-91.636559,196.9999695,1994,6,10.9,NA,56,NA,1.7,NA,11,
44.04,-68.61,3194,44.038385,-68.611883,5.460000038,1986,9,0.77,NA,NA,NA,NA,7.0104,17.9832,
44.06,-69.7,8172,44.064582,-69.699977,51.70000076,1997,8,6,NA,14,7.25,3.1,4.2672,6.4008,
44.06,-69.39,72519,44.057294,-69.391983,27.64999962,1986,9,2.35,NA,NA,NA,NA,NA,NA,
44.08,-90.26,4610,44.079015,-90.263063,283.151001,2010,4,2.35,NA,105,NA,1.0668,1.2192,3.6576,
44.08,-71,75694,44.083973,-70.998903,145.1879272,1986,9,3.85,NA,NA,NA,NA,1.7,3,
44.09,-74.07,9389,44.091544,-74.067012,552.934021,1986,9,2.64,NA,NA,NA,NA,6.1,21.9,
44.1,-70.46,8210,44.101584,-70.458393,93.39800262,2002,8,3.6,NA,4,3.48,5.57,3.3528,8.5344,
44.1,-70.45,8350,44.095047,-70.454211,93.39800262,2003,8,5.9,480,13,4.37,3.83,2.4384,4.572,
44.1,-70.05,8022,44.103894,-70.051939,105.9049988,1997,8,7.1,NA,10,3.91,4.75,4.2672,5.7912,
44.1,-69.27,7481,44.099834,-69.273407,11.15999985,1984,9,3.3,NA,NA,NA,4.1,3.6576,5.4864,
44.11,-74.76,96874,44.112468,-74.764947,544.0739746,1986,9,2.17,NA,NA,NA,NA,3.1,7.6,
44.11,-73.51,6584,44.106111,-73.51093,364.8609924,1997,6,1.37,NA,10,NA,3.55,NA,NA,
44.11,-72.16,754,44.105159,-72.158864,378.1549988,2005,4,7.3000002,NA,14.6000004,NA,3.7,NA,7.0104,
44.11,-69.42,28894,44.108971,-69.42251,39.04000092,1986,9,1.76,NA,NA,NA,NA,2.5,4.6,
44.12,-95.7,2578,44.124014,-95.69924,451.598999,1985,5,56.4,NA,104,NA,0.3,1.88,2.9,
44.12,-73.98,17394,44.122815,-73.979309,842.956665,2008,10,2.758,NA,4.8,4.836,NA,2.3,7.3,
44.12,-70.82,7942,44.123997,-70.816324,202.3301086,1985,7,17.4,NA,NA,NA,NA,1.524,2.4384,
44.12,-70.47,8161,44.116696,-70.469077,91.87800598,1987,8,3.3,NA,15,NA,NA,4.572,10.3632,
44.12,-70.14,8072,44.121186,-70.138653,72.04799652,1981,9,3.8,NA,NA,NA,4.3,6.4008,9.7536,
44.13,-95.67,2089,44.13421,-95.669352,451.6040039,1985,8,70.5,NA,97,NA,0.5,1.77,3.4,
44.13,-88.05,4601,44.13095,-88.047879,250.2380066,2012,6,116,NA,126,NA,0.4572,4.8768,16.1544,
44.13,-73.97,56146,44.133023,-73.96656,872.9320068,2008,10,3.824,NA,6.57,6.362,NA,3.3,7,
44.14,-89.96,3080,44.144791,-89.95968,281.3249817,2004,7,11.6,NA,NA,NA,NA,NA,13.4112,
44.14,-88.04,1078,44.137117,-88.037588,255.0379944,2005,7,66.8,NA,82,NA,1,NA,11.5824,
44.14,-73.57,6439,44.143115,-73.573368,313.8670044,1997,5,2.48,NA,8,NA,3.1,3,7.7,
44.15,-95.77,1694,44.154589,-95.766844,464.7299805,1986,5,28,NA,78,NA,0.6,NA,3,
44.15,-88.05,5094,44.152739,-88.04915,255.7980042,2012,8,20.1,NA,50,NA,1.12776,6.7056,15.24,
44.15,-88.04,4426,44.146419,-88.04494,255.7980042,2013,5,309,NA,533,NA,0.4572,2.4384,4.8768,
44.15,-70.8,8125,44.145095,-70.799296,147.9680023,1986,9,9.41,NA,NA,NA,NA,NA,NA,
44.15,-70,8237,44.153751,-69.995825,53.69400024,1979,5,0.6,NA,NA,NA,2.5,4.2672,9.7536,
44.16,-95.87,59904,44.161764,-95.865243,498.4649353,2012,7,214,NA,NA,24.3,0.2,NA,2,
44.16,-75.04,6892,44.156777,-75.044921,441.2819824,1994,7,2.57,NA,5,NA,5.33,NA,13,
44.16,-73.95,96892,44.157959,-73.952015,718.5388184,2008,10,0.167,NA,2.86,3.829,NA,0.7,2.4,
44.17,-75.14,46100,44.169405,-75.140012,423.5640259,1995,6,1.1,NA,NA,5.11,3.8,NA,NA,
44.17,-74.84,75026,44.167966,-74.839564,452.5240173,1986,4,1.5,NA,NA,NA,3.33,NA,9.5,
44.17,-69.12,8519,44.167594,-69.121788,76.88999939,1991,8,6,NA,20,NA,2.7,2.4384,3.048,
44.18,-73.97,64791,44.182486,-73.969273,659.9320068,1999,5,1.4,NA,NA,NA,4.5,5.1,16.8,
44.18,-70.77,7586,44.177019,-70.771263,325.9680176,1988,8,3.1,NA,19,NA,NA,1.8288,3.048,
44.18,-70.42,8129,44.178027,-70.415598,104.3710022,1980,3,3.2,NA,NA,NA,2.7,3.3528,12.192,
44.19,-72.1,4742,44.187891,-72.09915,269.631012,1977,4,31.0699997,NA,16,NA,2.5,4.8768,15.5448,
44.19,-69.72,8466,44.186078,-69.717134,25.64999962,2009,8,3.3,269,13,5.28,4.9,2.7432,4.572,
44.19,-69.34,7644,44.189772,-69.341637,69.28800201,1997,8,3,NA,13,3.34,6.9,4.2672,7.9248,
44.19,-69.27,7720,44.189949,-69.274465,10.18799973,1981,8,6.6,NA,17,NA,3.7,7.3152,13.716,
44.19,-69.24,8166,44.190306,-69.244962,33.44637299,1981,8,3,NA,11,NA,5.3,6.096,17.3736,
44.19,-69.07,8038,44.191367,-69.065296,28.22999954,1979,6,28.7,NA,NA,NA,2.7,3.9624,7.3152,
44.2,-69.89,8124,44.203905,-69.892636,40.89399719,2003,8,7.1,NA,17,NA,4.2,NA,NA,
44.2,-69.37,8502,44.196605,-69.369212,38.48799896,1997,8,9.4,NA,21,8.73,2.45,3.6576,7.62,
44.21,-89.84,3176,44.210329,-89.838234,291.677002,2004,8,16.1,NA,21,NA,1.6764,NA,9.144,
44.21,-73.32,1105,44.210996,-73.317737,29.38492012,2003,9,40.9000015,NA,120,NA,0.5,NA,3.048,
44.21,-70.14,8524,44.210921,-70.135558,79.99000549,2002,8,6.9,NA,11,9.78,2.7,2.4384,4.2672,
44.21,-69.29,7690,44.205171,-69.290358,10.18799973,1997,8,7.3,NA,15,6,3.35,5.1816,10.3632,
44.21,-69.18,7515,44.2076,-69.177042,97.99199677,1985,8,2,NA,11,NA,NA,1.8288,3.6576,
44.21,-69.13,7980,44.214005,-69.128051,64.09999847,1984,8,6.9,NA,11,NA,3.3,2.7432,4.8768,
44.22,-73.88,37680,44.223546,-73.878422,619.9320068,1999,5,1.4,NA,NA,NA,7.2,NA,NA,
44.22,-70.26,8147,44.222695,-70.261318,97.06300354,1998,8,4.43,NA,8,NA,3.45,2.7432,4.2672,
44.22,-69.21,8167,44.218756,-69.214736,80.89199829,1998,8,4.7,NA,9,3.42,7.6,4.2672,9.144,
44.23,-74.83,6434,44.227003,-74.826388,451.6240234,1996,6,7.6,NA,9,NA,3.4,3.7,5.1,
44.23,-73.87,116445,44.231214,-73.868343,617.9060059,2009,8,2,NA,NA,NA,NA,NA,NA,
44.23,-70.94,7872,44.226334,-70.941242,165.8869934,1997,9,3.94,NA,6,NA,7,3.6576,12.192,
44.23,-70.16,7973,44.229417,-70.161104,102.8499985,1980,9,2.2,NA,9,NA,5.7,5.7912,13.4112,
44.23,-68.67,8171,44.229923,-68.667984,26.87000084,1991,8,15,NA,15,NA,2.5,5.1816,6.096,
44.24,-69.22,8421,44.237653,-69.21608,81.19200134,1982,8,1.6,NA,5,NA,8.3,9.4488,23.7744,
44.24,-68.65,7842,44.243887,-68.648973,22.11000061,1991,8,3.9,NA,30,NA,1.3,2.1336,2.4384,
44.25,-95.87,4150,44.245954,-95.865113,460.7599792,1985,5,25.6,NA,180,NA,0.3,NA,2,
44.25,-75.74,7425,44.252469,-75.737198,118.447998,1992,6,5.95,NA,29,NA,4.05,NA,6.1,
44.25,-75.41,56427,44.252957,-75.413581,199.154007,1986,4,0.9,NA,NA,NA,8,NA,39.6,
44.25,-74.89,140000,44.24678,-74.888989,450.3980103,2009,8,6.4,NA,NA,NA,2.3,NA,6.4,
44.25,-69.53,7503,44.254192,-69.531829,62.28900146,1997,8,13,NA,28,13,2,1.524,1.8288,
44.26,-74.27,134864,44.261977,-74.266763,468.9519958,1987,5,35.1,NA,NA,NA,3,NA,17.1,
44.26,-70.84,7685,44.263125,-70.836386,205.852005,1983,9,3.5,NA,11,NA,5.8,5.1816,15.8496,
44.26,-70.56,8082,44.264491,-70.556716,176.9179993,1989,10,1.2,NA,8,NA,NA,NA,NA,
44.28,-75.77,7295,44.279344,-75.774317,105.060997,2001,6,0.23,NA,2,NA,7.5,14,NA,
44.28,-75.64,17681,44.283135,-75.644914,105.0479965,1986,4,8.9,NA,NA,NA,1.8,NA,4.9,
44.28,-74.14,83464,44.28244,-74.135879,465.9349976,1987,5,13.1,NA,NA,NA,3,NA,4.5,
44.28,-69.86,8217,44.281507,-69.858536,53.3839798,1978,7,2.9,NA,7,NA,3.4,10.3632,22.86,
44.29,-75.78,7126,44.291032,-75.775616,91.26100159,1997,5,0.7,NA,11,NA,6.1,12.8,24,
44.29,-74.16,6907,44.294737,-74.158962,465.9349976,1986,9,2,NA,NA,NA,NA,7.2,13.1,
44.29,-73.98,6493,44.290499,-73.980159,565.9180298,1998,6,4.72,NA,NA,NA,5,4.2,16.8,
44.29,-69.51,8168,44.290403,-69.512686,54.0890007,1982,9,3.5,NA,10,NA,3.9,3.3528,4.8768,
44.3,-74.35,64781,44.301431,-74.354258,478.9519958,1987,5,16.6,NA,NA,NA,2.2,NA,16.2,
44.3,-74.19,48175,44.302456,-74.192367,467.9349976,1987,5,20.1,NA,NA,NA,3.33,NA,15,
44.3,-70.04,8369,44.304636,-70.036284,73.66100311,1979,5,1.7,NA,11,NA,3.3,7.0104,12.8016,
44.3,-69.71,8323,44.302593,-69.70916,52.64870071,1992,6,4.7,NA,NA,NA,NA,2.1336,4.572,
44.3,-69.67,8531,44.297353,-69.668003,55.62413025,1998,8,12,NA,19,8.21,2.9,NA,NA,
44.31,-74.41,27265,44.311324,-74.412805,478.9490051,1987,5,11.3,NA,NA,NA,2,NA,18.9,
44.31,-74.37,96888,44.313204,-74.371729,479.8519897,2008,11,6.878,NA,49.27,11.222,NA,4.1,6.4,
44.31,-74.36,9050,44.308524,-74.355684,482.9519958,2008,11,11.047,NA,38.55,17.04,NA,2.9,4.6,
44.31,-70.82,7703,44.308282,-70.824191,251.052002,1993,7,5,NA,NA,NA,NA,2.1336,3.9624,
44.31,-70.82,8321,44.311476,-70.817177,241.852005,1998,6,5,NA,13,NA,3.82,3.6576,7.62,
44.32,-75.73,6837,44.315585,-75.726988,99.84799957,1999,6,1.24,NA,6,NA,6.45,13,NA,
44.32,-73.97,7119,44.322327,-73.973776,565.9180298,1991,7,1.39,NA,8,NA,8.63,8.8,50,
44.32,-73.9,15635,44.321733,-73.901054,513.9180298,2008,10,1.044,NA,3.49,4.544,NA,3.7,9.4,
44.32,-69.92,7705,44.315655,-69.916514,64.6969986,1993,8,6.4,NA,17,NA,4.5,3.9624,7.0104,
44.32,-69.48,8165,44.323147,-69.479394,58.88999939,1982,9,2.8,NA,9,NA,4.6,3.3528,5.4864,
44.32,-69,7570,44.317967,-69.001258,62.15000153,1984,8,4.8,NA,13,NA,3.5,2.7432,3.9624,
44.32,-68.29,644,44.321475,-68.287535,69.38999939,1995,6,1,200,7.2,NA,5.4,4.2672,11.2776,
44.33,-88.63,1889,44.329562,-88.632512,239.2460022,1994,7,11.1,NA,56,NA,1.6002,NA,2.7432,
44.33,-75.71,7153,44.334635,-75.714554,97.94799805,2004,6,2.49,1780,11,NA,4.88,7.2,15.4,
44.33,-74.36,46102,44.33377,-74.355765,478.9519958,2008,9,7.5,200,NA,NA,5.6,NA,16.46,
44.33,-74.15,7243,44.333453,-74.153215,473.9349976,1999,7,1.14,NA,9,NA,4.55,7.2,NA,
44.33,-72.08,5469,44.33008,-72.078319,300.8800049,2001,8,0.66,NA,6,NA,NA,9.144,20.7264,
44.33,-69.27,66406,44.334579,-69.270651,87.58800507,1997,5,1.6,NA,NA,11,NA,NA,NA,
44.34,-74.38,11570,44.339322,-74.378918,483.9490051,1986,9,2.68,NA,NA,NA,NA,1.5,3.4,
44.34,-69.68,7655,44.344988,-69.684687,64.74149323,1997,8,4.5,NA,9,3.81,4.72,4.2672,7.9248,
44.34,-69.48,7888,44.3397,-69.478944,69.59000397,1982,9,5.7,NA,18,NA,1.5,1.2192,2.1336,
44.34,-68.19,246,44.337075,-68.193229,125.8700027,1996,8,2.6,280,7,NA,4.8,NA,NA,
44.35,-74.44,18762,44.352732,-74.435479,496.9490051,1986,9,4.35,NA,NA,NA,NA,1.6,4,
44.35,-74.3,110213,44.346079,-74.30077,494.9519958,2008,11,2.471,NA,8.03,1.329,NA,5.4,11,
44.35,-74.29,127573,44.352819,-74.294274,494.9519958,2008,11,4.003,NA,4.54,4.302,NA,3.1,5.5,
44.35,-70.65,7495,44.354302,-70.649772,183.95401,1996,8,2.2,NA,4,3.3,7.1,7.9248,18.8976,
44.35,-69.68,8368,44.35151,-69.677662,63.9737587,1997,8,5,NA,11,4.64,3.89,3.6576,6.7056,
44.35,-69.64,7466,44.347039,-69.643068,59.147892,1977,8,6,NA,NA,NA,NA,3.6576,10.0584,
44.35,-69.15,8228,44.350853,-69.150455,66.18800354,1994,6,0.9,NA,NA,NA,3.2,3.048,5.1816,
44.36,-75.27,97956,44.363269,-75.266847,227.9570007,1986,9,4.46,NA,NA,NA,NA,6.6,24.4,
44.36,-68.35,8184,44.360175,-68.345413,11.63749409,1980,8,15.7,NA,15,NA,5.1,3.3528,7.62,
44.37,-74.25,6411,44.366481,-74.254602,490.9519958,1998,5,6.51,NA,9,NA,2.45,8.5,17.5,
44.37,-70.47,7837,44.368929,-70.471836,177.2359924,1979,6,4.7,NA,12,NA,2.4,2.7432,4.2672,
44.37,-69.33,7619,44.368995,-69.328563,181.4879913,2001,8,3.4,NA,6,3.67,5.8,2.4384,6.7056,
44.37,-69.11,8467,44.367828,-69.112091,69.58000183,1990,9,2.7,NA,10,NA,3.3,2.4384,3.3528,
44.37,-68.71,77787,44.374051,-68.707063,20.03000069,1986,9,34.96,NA,NA,NA,NA,2.9,7,
44.37,-68.6,61198,44.370433,-68.600975,12.44999981,1986,9,1.98,NA,NA,NA,NA,NA,NA,
44.39,-70.69,7863,44.388168,-70.686143,219.6159973,1998,9,2.63,NA,6,NA,9.31,6.096,21.6408,
44.39,-69.82,7751,44.393324,-69.824442,81.38549042,1979,3,2.2,NA,9,NA,6.2,5.1816,18.8976,
44.39,-69.82,7797,44.385252,-69.824159,80.46697998,1979,4,2.8,NA,7,NA,5,7.3152,21.336,
44.39,-69.29,8390,44.394066,-69.291526,89.68900299,2000,8,3.9,NA,12,NA,4.5,1.8288,5.1816,
44.4,-69.83,7697,44.403449,-69.8291,81.70318604,1980,4,9.7,NA,64,NA,NA,7.9248,20.1168,
44.4,-69.83,8473,44.398789,-69.826586,82.46231079,1978,3,0.9,NA,14,NA,NA,3.9624,10.3632,
44.4,-69.82,7706,44.397961,-69.823751,82.91841125,1980,4,6,NA,13,NA,3.4,4.2672,12.8016,
44.4,-69.82,7484,44.400407,-69.82302,82.92767334,1980,4,11.7,NA,23,NA,1.5,4.8768,9.144,
44.41,-70.68,7583,44.405995,-70.677178,219.9560089,1983,9,6.5,NA,NA,NA,5,3.6576,11.2776,
44.41,-69.83,8351,44.407519,-69.829141,81.20800018,1980,4,3.4,NA,10,NA,NA,4.2672,11.5824,
44.41,-69.83,8198,44.406806,-69.833979,82.41001892,1980,4,6.5,NA,12,NA,NA,4.2672,7.3152,
44.41,-69.82,8071,44.407351,-69.82331,82.40799713,1980,4,7,NA,11,NA,NA,3.048,6.096,
44.41,-69.65,8205,44.410071,-69.654862,36.38599777,1977,9,4.5,NA,24,NA,2.9,5.4864,12.4968,
44.41,-68.27,284,44.40771,-68.268379,41.27999878,1995,7,2,260,8,3,3.2,2.1336,3.3528,
44.42,-71.94,4685,44.41601,-71.939666,267.1910095,2001,7,0.5,NA,5,NA,NA,3.3528,10.0584,
44.42,-70.53,7678,44.423351,-70.530623,256.5040283,1992,9,2.1,NA,NA,NA,5.6,5.1816,12.4968,
44.42,-69.79,8470,44.415654,-69.792161,99.50799561,1978,8,3.3,NA,NA,NA,6.8,5.7912,10.3632,
44.43,-74.27,7298,44.428464,-74.266329,493.9660034,2000,6,7.75,NA,13,NA,3.45,NA,NA,
44.44,-74.29,68823,44.43782,-74.293485,494.9660034,2008,11,81.506,NA,18.83,3.452,NA,6.2,13.7,
44.44,-74.25,10531,44.441609,-74.247039,502.9580078,2009,8,2.7,NA,100,NA,3.1,NA,8.5,
44.44,-71.61,5756,44.442074,-71.605803,325.8800049,1986,9,2.47,NA,NA,NA,NA,4.1,9.1,
44.44,-70.55,7838,44.443097,-70.552546,301.9240112,1987,5,1.9,NA,NA,NA,3.2,2.1336,3.6576,
44.45,-74.24,23075,44.453163,-74.237644,502.9580078,2009,8,9.1,NA,NA,NA,1.9,NA,3.05,
44.45,-69.99,8225,44.448081,-69.99155,93.42700195,2010,9,1.6,NA,10,NA,6.21,5.4864,10.9728,
44.46,-74.26,69891,44.459088,-74.259512,503.9660034,2009,8,15,NA,NA,NA,0.65,NA,3,
44.46,-73.78,90761,44.46384,-73.78217,381.9249878,2008,9,8.5,400,NA,NA,1.7,NA,2.9,
44.46,-70.07,7732,44.458802,-70.067984,122.6580048,1997,8,4.1,NA,8,6.65,4.1,5.7912,13.4112,
44.46,-70.05,7687,44.457178,-70.052631,124.5579987,1999,8,1.9,NA,3,2.2,12.7,12.8016,32.3088,
44.47,-70.05,7716,44.472005,-70.05233,119.0579987,1982,9,3.3,NA,6,NA,4.6,4.572,11.2776,
44.48,-70.1,7560,44.478157,-70.104119,110.7580032,1997,8,15,NA,19,7.96,2.6,4.2672,9.7536,
44.48,-69.49,7938,44.484609,-69.489889,70.78700256,1982,3,0.5,NA,NA,NA,NA,5.4864,10.0584,
44.48,-68.96,108793,44.482208,-68.963541,68.36000061,1986,9,20.87,NA,NA,NA,NA,1.8,3,
44.49,-73.85,58519,44.485714,-73.854544,424.9249878,1999,5,2.4,NA,NA,NA,3.5,NA,NA,
44.51,-74.32,110206,44.513076,-74.316031,483.3450012,2009,8,3.2,NA,NA,NA,2.4,NA,2.4,
44.51,-74.13,82387,44.513664,-74.126621,516.5784302,1995,7,4.4,NA,NA,6.52,2.4,5.8,11.5,
44.51,-73.88,7256,44.505357,-73.877233,424.8581543,1989,8,2,NA,2,NA,5,NA,NA,
44.51,-70.09,7891,44.513946,-70.091896,109.8850021,1997,8,6.7,NA,11,7.07,3.8,4.2672,7.3152,
44.52,-74.92,130716,44.516784,-74.922653,268.9830017,2009,8,4.3,NA,NA,NA,2.6,NA,8.5,
44.52,-74.13,32470,44.517091,-74.126121,516.5724487,2008,11,26.736,NA,13.63,10.104,NA,3.5,6.2,
44.52,-70.05,7800,44.518029,-70.050625,148.2949982,1999,6,2.1,NA,7,NA,6.8,5.7912,15.24,
44.52,-69.3,7930,44.515849,-69.304772,139.9970093,1978,9,9,NA,NA,NA,1.6,1.8288,3.3528,
44.52,-68.63,8143,44.522772,-68.625162,49.8890419,1978,9,3.2,NA,6,NA,6.1,8.2296,37.1856,
44.53,-70.09,7919,44.533782,-70.085541,110.1949997,1998,8,3,NA,9,4.64,3.16,2.7432,3.6576,
44.53,-69.56,8207,44.533813,-69.560323,42.77199936,1978,10,14.3,NA,NA,NA,1.8,4.572,8.2296,
44.54,-69.05,8173,44.541273,-69.053979,86.69100189,2001,8,3.2,NA,6,3.21,7.06,3.9624,7.62,
44.54,-68.54,8229,44.53831,-68.542969,40.80899811,1982,8,2,NA,3,NA,6.8,7.3152,26.5176,
44.56,-74.07,106137,44.559538,-74.073106,522.05896,2004,6,8.3,NA,NA,NA,NA,NA,NA,
44.56,-69.93,8112,44.557842,-69.929021,130.0280304,2004,9,3.7,NA,11,NA,4.1,NA,NA,
44.56,-68.59,7497,44.555714,-68.592828,49.80899811,1987,9,2.3,NA,NA,NA,4.7,3.9624,9.7536,
44.57,-70.12,8499,44.568864,-70.118365,110.4950027,1986,9,2.95,NA,NA,NA,NA,3.9624,7.0104,
44.57,-69.97,8211,44.57288,-69.974965,269.5950012,2004,8,10,445,15,7.93,3.15,1.2192,3.6576,
44.57,-69.95,7614,44.569204,-69.952732,266.5450134,2004,6,3,NA,18,NA,1.75,2.4384,7.9248,
44.57,-69.93,7627,44.573849,-69.925431,129.3849945,1978,9,2.6,NA,NA,NA,5.9,3.6576,7.3152,
44.57,-69.91,7868,44.572288,-69.91183,90.375,1977,8,18.9,NA,NA,NA,NA,3.3528,6.7056,
44.58,-70.12,7844,44.579494,-70.118331,105.015007,1990,9,4.5,NA,12,NA,3.8,2.4384,5.4864,
44.58,-69.99,8352,44.577714,-69.987405,275.6849976,1983,8,2.8,NA,6,NA,4.5,3.048,5.7912,
44.58,-69.96,8411,44.582255,-69.95961,292.3850098,1999,6,3.9,NA,14,NA,4.45,2.1336,6.096,
44.59,-74.29,35528,44.587375,-74.285529,475.4450073,2009,8,3.2,NA,NA,NA,4.3,NA,18.3,
44.59,-70.04,8460,44.590173,-70.039738,98.91500092,1998,8,5.6,NA,21,8.57,2.75,2.4384,3.048,
44.62,-73.61,53440,44.616705,-73.614128,195.8890076,2009,6,3.7,NA,NA,NA,NA,NA,NA,
44.66,-74.5,80300,44.656966,-74.495689,380.411438,2008,11,15.951,NA,23.98,9.214,NA,4.2,7,
44.66,-74.5,134885,44.660228,-74.496335,380.5258789,2008,11,16.32,NA,19.36,6.717,NA,5.5,14,
