Lat,Lon,lagoslakeid,nhd_lat,nhd_long,elevation_m,sampleyear,samplemonth,chla,tn,tp,doc,secchi,meandepth,maxdepth,LakeID
44.67,-74.29,7124,44.668318,-74.290408,444.3450012,2000,5,3.09,NA,14,NA,1.65,1.3,2.8,
44.67,-74.27,7175,44.669235,-74.273904,444.3450012,2008,7,1.15,500,13,NA,1.55,0.4,1.9,
44.69,-95.53,1740,44.686356,-95.531522,314.4179993,1985,5,9.61,NA,197,NA,0.9,NA,3,
44.7,-74.32,80301,44.696704,-74.324466,454.3450012,1986,9,5.38,NA,NA,NA,NA,3.2,7,
44.7,-74.13,7231,44.698803,-74.125194,452.5423889,1991,7,2.1,NA,18,NA,2.25,NA,NA,
44.72,-74.13,7093,44.716591,-74.134163,452.5410156,1986,6,1.78,NA,12,NA,1.88,NA,NA,
44.73,-74.28,7304,44.725782,-74.282011,425.7449951,1999,7,5.25,NA,9,NA,3.33,5,NA,
44.74,-68.57,7739,44.737613,-68.574239,137.0079956,1990,5,2.8,NA,5,NA,4.8,11.5824,28.956,
44.75,-73.82,131768,44.745726,-73.818833,469.64505,1987,5,4.1,NA,NA,NA,5,NA,18.9,
44.75,-68.53,8150,44.746369,-68.527271,100.4079971,1990,5,2.8,NA,6,NA,5.4,6.7056,8.2296,
44.75,-67.27,7775,44.754522,-67.266346,36.70881271,1983,8,4.1,NA,13,NA,5,3.6576,6.096,
44.76,-70.93,8224,44.762897,-70.931565,427.2119751,2001,8,4,NA,5,4.2,5.3,5.7912,12.192,
44.77,-67.25,8164,44.766874,-67.250005,23.86808968,1983,8,4,NA,11,NA,3.4,3.6576,7.3152,
44.78,-67.45,8160,44.780913,-67.446185,11.69000053,1979,9,3.1,NA,19,NA,2.6,5.4864,9.4488,
44.79,-67.27,8478,44.794005,-67.268701,26.91899872,1989,9,3.1,NA,13,NA,2.2,3.9624,10.0584,
44.8,-67.36,8318,44.795578,-67.357956,20.20899963,1979,9,4.9,NA,NA,NA,4.2,12.192,17.0688,
44.82,-74.02,7437,44.819228,-74.018601,398.9549866,1990,7,3.48,NA,8,NA,3.63,NA,19.8,
44.82,-69.71,8530,44.821806,-69.71075,63.20600128,1979,5,1.2,NA,NA,NA,4.1,NA,NA,
44.83,-70.89,7602,44.828416,-70.88557,441.2430115,1982,8,3.3,NA,18,NA,5.8,13.4112,32.9184,
44.83,-70.67,8337,44.833978,-70.671933,722.2720337,1990,9,0.9,NA,9,NA,1.8,1.524,2.4384,
44.84,-70.67,8495,44.843402,-70.674866,709.4720459,1990,9,10.6,NA,17,NA,2.5,12.192,34.7472,
44.85,-69.36,7485,44.854828,-69.361222,81.77099609,1997,8,5.7,NA,18,6.76,3.93,1.8288,4.2672,
44.87,-69.3,7808,44.869593,-69.297356,95.18099976,1981,5,1.5,NA,21,NA,5.3,2.7432,7.3152,
44.87,-67.46,8479,44.865277,-67.457871,18.38999939,1989,9,3.9,NA,11,NA,2,4.2672,11.2776,
44.88,-91.44,4335,44.880457,-91.443838,247.5140076,2002,6,0.54,NA,45,NA,1.75,1.8288,3.9624,
44.88,-74.3,113296,44.875772,-74.304333,169.9840851,2009,8,4.3,NA,100,NA,1.75,NA,2.4,
44.89,-70.64,85117,44.89488,-70.644451,721.9440308,1991,7,3.15,NA,NA,3.86,2.7,NA,NA,
44.89,-70.6,8201,44.888646,-70.601594,526.8880005,1984,9,4.8,NA,5,NA,4.5,6.7056,15.8496,
44.89,-69.57,118080,44.885674,-69.574379,119.8949966,1995,7,9.4,NA,NA,16,0.67,NA,NA,
44.9,-73.81,39916,44.896087,-73.80553,262.3095703,2004,6,4,NA,NA,NA,NA,NA,NA,
44.91,-69.2,8449,44.912094,-69.198329,131.5019989,1991,7,1.9,NA,17,NA,2.3,1.8288,3.048,
44.94,-71.87,4483,44.936082,-71.865797,407.1354675,2007,5,6.1999998,NA,10.8000002,NA,2.8,3.048,9.144,
44.95,-91.31,3427,44.949095,-91.310364,273.7139893,1993,6,6.55,NA,53,NA,1.3716,NA,19.6291,
44.96,-72.22,4972,44.957048,-72.217978,207.3789978,1977,4,2.2,NA,29,NA,0.9,6.4008,106.9848,
44.96,-69.99,7471,44.95607,-69.989891,162.2940063,1986,9,1.59,NA,NA,NA,NA,7.3152,32.3088,
44.97,-72.87,5407,44.972199,-72.874959,132.3999786,1978,5,6.2199998,NA,23,NA,2.2,3.9624,10.0584,
44.97,-70.1,8504,44.967009,-70.095929,214.1060028,2006,8,6.9,391,9,8.27,3.4,3.6576,6.7056,
44.98,-71.7,5556,44.984338,-71.702693,513.8952026,1989,6,2.3900001,NA,NA,NA,6.5,12.8016,32.9184,
44.98,-71.68,2345,44.98492,-71.681698,507.9524536,2005,5,6.4000001,NA,12.5,NA,2.8,NA,3.9624,
44.98,-70.71,7947,44.980537,-70.706834,464.0839844,1991,9,2.5,NA,6,NA,5.5,7.62,15.5448,
44.98,-69.77,7650,44.981419,-69.770566,191.2400055,1996,8,2,NA,17,6.1,5.7,7.9248,20.4216,
44.98,-69.74,8053,44.978219,-69.743632,176.2949982,1984,9,3.2,NA,7,NA,5,5.7912,14.6304,
44.98,-69.33,8355,44.981286,-69.332939,84.22699738,1982,9,2.3,NA,18,NA,3,2.4384,7.0104,
44.99,-71.93,5159,44.986306,-71.929126,437.2602539,1993,6,5.3499999,NA,NA,NA,2.9000001,5.1816,11.8872,
44.99,-71.92,806,44.993346,-71.922155,439.590271,2003,5,1.4,NA,7,NA,4,NA,10.3632,
44.99,-69.32,8127,44.98509,-69.317643,83.31699371,1981,5,3.9,NA,15,NA,3.7,2.7432,7.0104,
44.99,-69.32,7514,44.992581,-69.318477,89.71699524,1982,9,18.2,NA,31,NA,1.9,3.6576,8.2296,
45,-71.93,367,45.001742,-71.925669,460.6343689,2003,10,0.8,NA,7,NA,3.8,NA,NA,
45,-70.72,8332,44.998005,-70.718788,470.7940063,1991,7,2,NA,8,NA,4.6,6.7056,15.24,
45,-69.38,7995,45.00462,-69.376747,133.6179962,1983,8,2.8,NA,9,NA,3.4,1.2192,3.6576,
45.01,-70.13,7511,45.006865,-70.131652,377.196991,2000,6,2.2,NA,16,NA,2.2,1.2192,2.1336,
45.01,-67.15,7783,45.010693,-67.152203,23.27799988,1984,9,1.8,NA,13,NA,6,3.048,10.3632,
45.02,-71,7817,45.022651,-70.997774,462.2740173,1982,8,2.6,NA,6,NA,6.6,9.4488,18.288,
45.02,-69.48,8509,45.020627,-69.479096,105.8779984,1982,9,5,NA,28,NA,3.1,1.2192,3.3528,
45.02,-67.27,120252,45.019462,-67.26766,23.26299858,1986,9,2.8,NA,NA,NA,NA,2.3,4.3,
45.03,-70.76,7549,45.033052,-70.755662,596.0640259,1998,6,1.3,NA,13,NA,5.8,4.572,8.5344,
45.03,-70.65,7950,45.025099,-70.646847,521.9959717,1981,8,1.9,NA,NA,NA,5.9,6.4008,15.24,
45.03,-69.31,8468,45.031118,-69.308692,131.4839935,1981,5,1.7,NA,7,NA,4.5,8.2296,26.2128,
45.03,-69.17,7935,45.032589,-69.172912,94.92199707,1994,8,7.2,NA,16,NA,3.1,1.524,4.2672,
45.04,-67.5,7509,45.042277,-67.502903,67.77300262,1984,9,3.3,NA,5,NA,5.5,4.2672,12.192,
45.05,-67.58,7861,45.051661,-67.57582,40.03300095,1981,6,2.5,NA,NA,NA,NA,3.3528,8.2296,
45.06,-69.71,7564,45.061915,-69.710757,280.8580017,1993,8,3.3,NA,9,NA,5.3,4.572,9.7536,
45.07,-67.38,7563,45.071769,-67.381679,52.52299881,1980,5,3.5,NA,NA,NA,4.7,4.2672,17.6784,
45.1,-69.93,8001,45.095231,-69.933474,147.6759949,1979,9,1.2,NA,6,NA,5.7,20.7264,42.672,
45.11,-88.42,2541,45.106811,-88.420118,261.7969971,1994,5,9.31,NA,22,NA,1.3716,NA,2.7432,
45.11,-69.99,103647,45.110451,-69.987375,365.9159851,1986,9,2.95,NA,NA,NA,NA,4.6,10.4,
45.11,-67.21,7871,45.107758,-67.213109,50.09799957,1991,9,2.4,NA,NA,NA,6,6.7056,17.0688,
45.12,-69.99,7723,45.1244,-69.992275,370.7868347,1993,6,1.8,NA,NA,NA,4.5,4.2672,13.1064,
45.12,-69.3,8458,45.123822,-69.301205,153.1222076,1994,8,3.2,NA,9,NA,5.2,2.7432,5.7912,
45.13,-70,7520,45.132769,-70.004726,369.8760071,1993,6,3.1,NA,28,NA,1.1,1.524,2.7432,
45.13,-69.98,122351,45.127198,-69.978771,382.367981,1996,8,2.1,NA,NA,9.09,NA,NA,NA,
45.14,-68.4,7566,45.14164,-68.401036,170.1980743,1992,8,74.2,NA,NA,NA,NA,1.8288,2.4384,
45.14,-67.54,8508,45.14213,-67.540554,40.03400421,1979,9,2.7,NA,7,NA,4,4.2672,12.192,
45.15,-70.99,8232,45.153434,-70.987378,494.2670288,1989,9,5,NA,7,NA,4,10.9728,28.3464,
45.15,-69.38,7715,45.145488,-69.378496,136.4110107,1991,8,3.4,NA,12,NA,4.5,1.8288,10.9728,
45.17,-69.98,7714,45.172518,-69.984383,150.7280426,1992,8,2,NA,5,NA,8.6,6.4008,13.716,
45.18,-92.62,5002,45.180986,-92.615823,284.1380005,2002,6,4.47,NA,268,NA,0.25,3.9624,9.7536,
45.18,-68.38,8159,45.175343,-68.382759,57.69800186,2011,8,4.4,301,13,7,3.05,2.7432,4.2672,
45.19,-69.61,7895,45.185512,-69.608754,279.0130005,1989,11,2.3,NA,16,NA,5,7.62,18.288,
45.2,-69.94,124451,45.195525,-69.936946,380.848053,1986,9,4.65,NA,NA,NA,NA,NA,NA,
45.2,-69.52,7499,45.203585,-69.524158,188.5130005,1982,8,2.5,NA,11,NA,6.5,5.4864,17.0688,
45.2,-67.42,7833,45.203926,-67.423871,44.0019989,2002,8,3.3,NA,7,NA,4.52,NA,9.7536,
45.22,-69.17,8497,45.220497,-69.167564,171.7320099,1989,7,1.1,NA,7,NA,5,3.3528,11.5824,
45.24,-70.26,8074,45.236406,-70.264198,396.394989,1989,9,1.5,NA,8,NA,7.7,9.4488,23.7744,
45.24,-69.84,8218,45.235922,-69.838933,324.4519958,2001,8,2,NA,4,5.17,5.93,9.144,22.5552,
45.25,-91.45,5400,45.254072,-91.450684,327.9859924,2002,6,1.41,NA,24,NA,2,3.048,5.4864,
45.25,-88.35,5506,45.245726,-88.35484,289.5880127,1993,5,3.36,NA,29,NA,2.5908,3.3528,11.2776,
45.25,-68.46,7987,45.252955,-68.455473,94.60400391,1989,9,4.6,NA,9,NA,4,3.3528,12.192,
45.26,-70.07,7553,45.264401,-70.072841,347.6220093,1988,9,1.6,NA,NA,NA,7.5,11.8872,36.576,
45.26,-69.92,7623,45.255476,-69.920971,386.3280029,1992,8,0.7,NA,2,NA,15,23.4696,60.3504,
45.27,-88.54,1887,45.269102,-88.535481,365.5050049,2003,6,1.76,NA,10,NA,6.5532,NA,15.8496,
45.28,-91.48,4353,45.278047,-91.483465,333.1659851,2002,6,0.31,NA,12,NA,4.5,5.7912,22.2504,
45.28,-88.62,4421,45.27625,-88.621247,399.605011,2008,6,1.99,NA,9,NA,NA,5.7912,12.192,
45.28,-88.59,5104,45.283249,-88.586459,392.605011,1993,6,1.87,NA,7,NA,5.0292,5.7912,15.24,
45.3,-91.6,5202,45.296189,-91.599692,317,2004,6,1.57,NA,17,NA,2.4384,2.7432,4.2672,
45.3,-91.41,4408,45.303075,-91.407449,326.1559753,1994,8,11.6,NA,25,NA,NA,8.8392,22.5552,
45.3,-68.48,8395,45.299285,-68.475056,106.8040009,1981,9,2.4,NA,6,NA,6,8.5344,20.1168,
45.3,-68.35,7758,45.297234,-68.346249,89.72499847,1981,9,2.5,NA,14,NA,3.8,3.9624,10.668,
45.31,-88.64,4521,45.31343,-88.639973,406.9159851,2003,9,2.7,NA,14,NA,2.8956,1.524,8.2296,
45.32,-88.5,2513,45.321117,-88.501365,363.3044128,2003,4,2.11,NA,11,NA,3.9624,NA,4.8768,
45.32,-88.48,5351,45.31833,-88.476211,363.6000061,2006,7,1.48,NA,12,NA,NA,4.572,10.668,
45.32,-68.42,8383,45.321264,-68.417628,83.60400391,1981,9,3.6,NA,18,NA,3.7,2.7432,9.4488,
45.33,-88.49,4469,45.325544,-88.49346,363.2999878,2003,3,0.26,NA,8,NA,4.78536,1.524,5.7912,
45.34,-88.49,1928,45.336917,-88.492065,358.7999878,2003,8,4.95,NA,24,NA,3.048,NA,7.9248,
45.34,-68.13,8432,45.341134,-68.13338,143.0619965,1990,8,4.1,NA,7,NA,NA,4.2672,11.5824,
45.35,-88.58,4004,45.353647,-88.584462,399.0050049,2013,6,1.44,NA,13.7,NA,NA,NA,4.572,
45.35,-68.45,8231,45.347572,-68.448787,67.20400238,1981,9,4.1,NA,11,NA,3.8,3.9624,9.144,
45.35,-68.32,8031,45.351156,-68.318013,121.4249954,2010,8,3,155,6,3.2,5.55,3.9624,8.8392,
45.38,-68.93,8216,45.376562,-68.926355,130.9240112,1978,8,0.8,NA,NA,NA,9.6,24.0792,57.3024,
45.39,-68.47,8133,45.389553,-68.470303,73.91600037,1981,9,5.2,NA,16,NA,2.7,2.1336,3.9624,
45.39,-68.45,7731,45.3854,-68.447945,81.51600647,1981,9,2.6,NA,14,NA,3,2.1336,3.6576,
45.4,-68.41,7722,45.396079,-68.409861,94.01600647,1981,9,4.9,NA,13,NA,3.7,4.8768,14.0208,
45.41,-68.45,7561,45.410142,-68.453521,86.71600342,1981,9,3.5,NA,17,NA,3.1,4.572,10.9728,
45.42,-88.43,57306,45.420917,-88.4284,389.5090027,2004,6,2.26,NA,8,5.6,NA,NA,24.6888,
45.45,-88.44,1128,45.446934,-88.438141,395.9089966,2004,6,3.82,NA,15,8.7,NA,NA,8.2296,
45.46,-68.85,11148,45.457726,-68.846425,128.4280396,1986,9,1.78,NA,NA,NA,NA,NA,NA,
45.49,-68.68,7611,45.489961,-68.676092,118.423996,1989,9,2.1,NA,11,NA,5,3.6576,11.5824,
45.5,-68.98,7901,45.500228,-68.980539,145.3050842,1989,9,2.1,NA,11,NA,3,1.2192,6.096,
45.53,-68.8,8020,45.527585,-68.800303,152.2329865,1979,9,1.8,NA,9,NA,5.5,6.096,7.62,
45.6,-68.38,7487,45.596462,-68.384605,98.57299805,1996,8,2.2,NA,13,12.9,3.1,3.3528,6.4008,
45.61,-92.32,5211,45.605614,-92.320717,360.0409851,1993,8,11.4,NA,15,NA,3.6576,4.8768,13.1064,
45.67,-68.87,7661,45.671614,-68.874069,149.7949982,1982,8,2.3,NA,8,NA,3.8,8.5344,30.7848,
45.78,-89.77,3669,45.784776,-89.769447,478.8559875,1994,6,4.04,NA,9,NA,NA,NA,10.0584,
45.79,-89.74,4647,45.7895,-89.740841,479.1669922,1998,6,6.7,NA,NA,NA,NA,7.9248,17.0688,
45.8,-89.71,5254,45.803949,-89.711559,482.8169861,1997,7,1.31,NA,NA,NA,6.4008,4.8768,9.144,
45.87,-89.86,3524,45.870108,-89.863757,478.8559875,2003,7,4.68,NA,12,NA,3.2004,NA,7.62,
45.89,-89.63,5021,45.894256,-89.631539,486.4899902,1993,8,18.4,NA,23,NA,4.7244,4.8768,8.2296,
45.91,-89.7,925,45.906333,-89.700946,485.5799866,2002,5,3.85,NA,NA,3.1,NA,NA,13.4112,
45.91,-89.69,2870,45.906399,-89.690404,486.1900024,2002,6,3.29,343,10,3.99,4.4,NA,13.1064,
45.92,-89.96,2582,45.922351,-89.956182,485.2170105,1997,7,5.8,NA,21,NA,4.2672,NA,7.0104,
45.92,-89.45,9796,45.919944,-89.451567,492.4253845,2003,6,6.4,418,16,5.12,3.63,3.3528,16.1544,
45.93,-90.07,4715,45.927551,-90.068659,472.4190063,2000,6,4.2,NA,26,NA,1.7526,4.8768,7.3152,
45.93,-89.9,4538,45.928605,-89.897526,482.2170105,2004,6,2.9,290,1,NA,5.88,5.4864,15.2,
45.94,-91.42,4392,45.935491,-91.415896,392.1719971,1995,7,0.02,NA,7,NA,6.4008,9.144,18.288,
45.94,-89.71,5282,45.937646,-89.708319,492.5899963,2002,5,5.11,NA,NA,5.19,NA,3.048,8.2296,
45.95,-89.45,5345,45.950128,-89.45303,491.0429993,2002,6,11.19,435,14,6.23,2.4,3.3528,6.4008,
45.96,-89.9,3881,45.959524,-89.901167,482.2170105,2010,9,2,NA,10,NA,NA,NA,19.812,
45.96,-89.72,3544,45.960287,-89.720744,493.1999817,1998,6,2.6,NA,NA,NA,NA,NA,7.0104,
45.96,-89.62,566,45.959642,-89.619592,499.2829895,1997,7,0.7,NA,8,NA,8.2296,NA,14.6304,
45.97,-92.17,4696,45.973034,-92.171043,299.3179932,2004,8,7.56,NA,16,NA,2.4384,3.048,8.5344,
45.97,-89.92,4616,45.965524,-89.923026,482.2170105,2010,9,2,NA,12,NA,NA,8.5344,23.7744,
45.97,-89.78,1818,45.969701,-89.775833,489.2330017,2002,7,1.62,NA,6,NA,6.7056,NA,19.812,
45.97,-89.71,5141,45.971573,-89.709414,494.4199829,2002,5,3.17,NA,NA,3.46,NA,3.9624,7.0104,
45.98,-89.68,3901,45.982019,-89.684926,496.5499878,2002,5,8.07,NA,NA,3.41,NA,NA,10.0584,
45.99,-89.89,2471,45.992167,-89.88805,482.2170105,2000,6,1.8,NA,10,NA,4.7244,NA,19.812,
46,-89.73,5250,45.997939,-89.733174,495.3518372,2002,6,1.45,280,5,3.53,4.5,2.7432,9.4488,
46,-89.7,495,45.997309,-89.702805,495.3299866,2002,5,2.39,NA,NA,3.5,NA,NA,3.048,
46.01,-92.22,4250,46.0066,-92.218144,290.2170105,2006,6,3.21,NA,17,NA,NA,6.096,13.716,
46.01,-91.32,4710,46.014482,-91.318678,408.9830017,1995,5,1.05,NA,NA,NA,7.4676,10.0584,22.5552,
46.05,-89.59,5515,46.051534,-89.591051,503.2409668,2002,6,0.97,NA,NA,NA,NA,5.4864,15.8496,
46.05,-89.57,2442,46.053205,-89.566997,506.5909729,2001,10,4.5,363,7,4.37,2.95,NA,4.8768,
46.06,-91.28,4775,46.056387,-91.278366,412.0830078,2004,6,13.8,NA,13,NA,3.6576,1.524,9.144,
46.06,-89.7,891,46.063548,-89.704705,495.0130005,2004,6,0.8,359,28,NA,8.25,NA,14.6304,
46.06,-89.59,4367,46.063908,-89.586205,502.9309692,2004,6,5.9,364,44,NA,2.75,4.2672,8,
46.07,-89.74,5536,46.06835,-89.737285,489.2229919,2002,6,0.74,NA,15,NA,3.3528,3.9624,9.7536,
46.09,-89.82,3894,46.088273,-89.819649,488.0050049,2002,6,0.43,NA,14,NA,2.5908,NA,10.0584,
46.1,-89.69,3135,46.103641,-89.688106,495.0130005,1989,7,5.7,NA,NA,5.9,3.2,NA,4.8768,
46.1,-67.93,7668,46.097245,-67.926898,115.3130035,1977,9,1.8,NA,7,NA,6.7,10.3632,32.6136,
46.11,-68.1,8170,46.106634,-68.103445,175.7220154,1979,9,3,NA,10,NA,3.5,5.4864,11.5824,
46.12,-89.82,5128,46.121247,-89.823497,488.0050659,2012,4,4.31,NA,19,NA,2.56032,6.096,13.1064,
46.12,-68.02,8454,46.123895,-68.023028,145.9459534,1982,9,3.5,NA,10,NA,5.5,3.9624,6.4008,
46.13,-89.83,5172,46.134149,-89.82637,487.993988,2013,5,5.57,NA,39.9,NA,2.56032,2.1336,4.2672,
46.14,-89.67,3518,46.140356,-89.67095,500.5,1998,8,4.3,NA,NA,NA,NA,NA,10.3632,
46.14,-68.04,7772,46.135191,-68.0351,145.5240021,1982,9,1.9,NA,7,NA,5.5,3.9624,10.0584,
46.14,-68.01,7699,46.135756,-68.006314,135.7240143,1982,9,1.7,NA,28,NA,5.6,6.096,13.716,
46.15,-89.51,4620,46.154841,-89.508218,506.2960205,2002,6,2.9,356,10,4.47,4,4.8768,7.0104,
46.16,-89.66,3465,46.16002,-89.664914,500.5,1998,8,13.5,NA,NA,NA,NA,NA,8.5344,
46.18,-95.62,55886,46.180426,-95.62313,415.6199951,2012,7,4.47,NA,NA,NA,3.8,NA,4,
46.18,-89.75,1325,46.179671,-89.752012,498.0500488,1996,8,1.12,NA,NA,NA,5.334,NA,13.4112,
46.18,-89.71,2612,46.183447,-89.708777,503.2000122,2007,6,1.03,NA,9,NA,4.2672,NA,7.9248,
46.19,-89.8,3280,46.186106,-89.803305,496.8339844,2003,6,1.8,284,8,6.51,5.75,NA,19.812,
46.19,-89.52,3815,46.187901,-89.516287,503.7960205,2012,6,10.2,NA,23,NA,1.9812,NA,3.6576,
46.2,-89.78,3493,46.199003,-89.779116,499.2639771,1997,6,0.82,NA,4,NA,5.7912,NA,10.9728,
46.2,-89.5,4668,46.199537,-89.499639,502.8929749,2002,5,4.75,NA,NA,4.94,NA,2.4384,3.9624,
46.2,-89.45,5433,46.200212,-89.446776,512.9949951,2013,6,4.32,NA,15,NA,3.651504,3.9624,9.144,
46.21,-89.59,2609,46.206094,-89.589101,501.6960144,2005,7,4.83,NA,17,NA,NA,NA,6.096,
46.21,-89.47,96686,46.209326,-89.473679,510.4949951,1999,6,5.5,NA,NA,NA,NA,NA,9.4488,
46.22,-89.84,1978,46.217266,-89.838796,496.8339844,2002,6,3.99,565,14,11,2.4,NA,13.716,
46.22,-89.72,4376,46.221117,-89.719281,502.3000183,2002,6,1.08,NA,11,NA,3.3528,7.9248,17.0688,
46.22,-89.68,4909,46.215643,-89.683783,509.3000183,1996,9,5.67,NA,15,NA,1.6764,3.6576,9.144,
46.22,-89.53,3934,46.219197,-89.529703,502.8959961,2002,6,7.39,552,5,NA,1,NA,10.0584,
46.23,-89.73,446,46.231163,-89.733171,506.8999939,2002,7,1.38,NA,16,NA,2.0574,NA,10.668,
46.25,-89.5,54261,46.25292,-89.503808,516.0861206,2006,5,1.17,401.37,24.68,NA,5.19,NA,13.7,
46.25,-89.5,74850,46.25133,-89.497469,523.5783081,2006,5,4.6,491.55,22.45,NA,1.81,NA,14,
46.25,-89.5,96694,46.251455,-89.503567,516.8694458,2006,5,2.612,457.05,19.85,NA,2.89,3.9,17,
46.29,-67.88,7478,46.289214,-67.876205,137.3868561,1990,8,5,NA,15,NA,2.5,13.4112,32.9184,
46.33,-67.87,7620,46.330205,-67.870711,147.6049957,1981,5,4,NA,17,NA,1.2,0.6096,1.2192,
46.42,-68.05,8180,46.41652,-68.047554,329.9250183,1986,9,4.86,NA,NA,NA,NA,1.524,3.048,
46.47,-92.04,4375,46.474011,-92.044754,363.0100098,2003,5,12,NA,28,NA,NA,2.1336,3.9624,
46.48,-92.06,5138,46.477024,-92.061368,363.0100098,2003,5,1.11,NA,21,NA,NA,3.048,9.4488,
46.62,-93.55,591,46.624491,-93.545048,369.2878418,1981,9,16.7,NA,39,NA,1.5,NA,11.3,
46.63,-93.39,1092,46.630585,-93.386758,372.6459961,1981,9,29.2,NA,34,NA,0.9,NA,4,
46.65,-93.48,77311,46.650165,-93.480959,372.3359985,2012,8,11.9,NA,NA,NA,1.7,NA,8,
46.72,-93.98,1187,46.722717,-93.977268,381.8190002,1982,8,5.61,NA,40,NA,2,NA,6.7,
46.73,-93.77,2726,46.727693,-93.773844,394.6100159,1981,9,9.3,NA,5,NA,1.4,NA,7.3,
46.74,-93.83,42145,46.739881,-93.832166,387.3000183,2012,5,8,NA,NA,NA,1.2,NA,NA,
46.77,-93.99,63894,46.766274,-93.985822,386.3989868,2012,5,5,NA,NA,NA,5.2,NA,5.7912,
46.78,-93.96,1651,46.784015,-93.960916,388.5390015,1982,5,9.88,NA,25,NA,2.1,NA,4.6,
46.79,-93.95,2300,46.788791,-93.948403,392.7989807,1984,7,4.49,NA,17,NA,3.2,NA,7.6,
46.82,-93.88,88890,46.82248,-93.879041,397.6789856,2012,5,6,NA,NA,NA,5.8,NA,NA,
46.83,-94.01,212,46.828605,-94.014197,397.3800049,1982,5,13.1,NA,30,NA,NA,NA,NA,
46.85,-93.99,2083,46.848726,-93.988094,401.0289917,1981,5,4.81,NA,31,NA,NA,NA,16.8,
46.85,-93.98,3510,46.852298,-93.983939,401.0289917,1981,5,3.2,NA,26,NA,NA,NA,12.2,
46.87,-92.3,1671,46.866964,-92.300737,424.9950256,1993,5,8.97,NA,25,NA,2.5,NA,18.3,
46.89,-92.18,2655,46.893325,-92.183255,418.9039917,1990,5,5.34,NA,62,NA,1,NA,3.4,
46.9,-92.31,42833,46.899176,-92.311245,422.2649841,1999,5,6.82,NA,NA,NA,NA,NA,6.1,
46.93,-94.04,1635,46.928365,-94.040758,408.625,1981,9,10.2,NA,28,NA,2.6,6.73,13.7,
46.94,-92.26,1515,46.941798,-92.26048,412.2049866,1990,5,4.27,NA,23,NA,2,NA,9.4,
46.95,-93.21,467,46.954999,-93.211674,385.1860046,1981,9,6.2,NA,9,NA,2,NA,9.8,
46.96,-94.01,59717,46.960324,-94.011863,400.125,2012,5,6,NA,NA,NA,3.7,NA,NA,
47.03,-94.07,78395,47.029419,-94.071573,404.7260132,2012,5,4,NA,NA,NA,NA,NA,NA,
47.06,-68.36,7624,47.056248,-68.363866,175.7449951,1983,5,2.9,NA,NA,NA,4.1,10.9728,37.1856,
47.1,-93.58,3257,47.104876,-93.584388,389.480011,1982,8,10.9,NA,49,NA,2.1,NA,7.6,
47.11,-93.92,32617,47.107225,-93.920153,409.5289917,2012,5,2,NA,NA,NA,4,NA,NA,
47.12,-93.55,82556,47.120191,-93.546417,398.6199951,2011,7,5,950,NA,10.8,1.8,NA,1.5,
47.16,-93.67,3277,47.156787,-93.67078,403.8110046,1981,8,2.11,NA,10,NA,4.3,NA,32,
47.17,-93.73,571,47.165231,-93.73076,423.0110168,1981,8,6,NA,35,NA,1,NA,2.7,
47.21,-68.47,7673,47.213199,-68.467192,234.2809906,1977,9,6.3,NA,27,NA,4.1,2.7432,4.572,
47.25,-68.46,8515,47.245862,-68.460057,282.7810059,1983,8,7.6,NA,NA,NA,NA,1.8288,2.1336,
