lagoslakeid,LakeID
4879,L3692
35142,L3693
5063,L3694
1370,L3696
4340,L3697
57726,L3698
5112,L3699
25413,L3700
8239,L3703
8075,L3704
2794,L3705
8424,L3706
1037,L3707
8444,L3711
8500,L3712
6374,L3713
112562,L3716
8329,L3717
444,L3718
7989,L3719
8375,L3722
7637,L3723
1259,L3724
3817,L3727
5390,L3728
7886,L3729
8158,L3730
8042,L3731
2172,L3732
1831,L3733
7521,L3734
8313,L3736
8326,L3738
8357,L3739
338,L3742
698,L3743
7489,L3744
128366,L3746
8223,L3748
8033,L3749
21110,L3750
84727,L3751
4541,L3752
2158,L3753
697,L3754
239,L3755
2327,L3756
7776,L3757
8080,L3760
15849,L3761
111533,L3762
8461,L3763
42264,L3764
3572,L3765
67057,L3766
8394,L3767
74,L3768
4356,L3769
64,L3770
4813,L3772
7477,L3774
2268,L3775
8152,L3776
82605,L3777
40154,L3779
5450,L3780
16918,L3781
25549,L3782
8366,L3783
8116,L3784
3345,L3785
10783,L3787
3678,L3788
7905,L3790
7975,L3791
7998,L3792
7867,L3793
7753,L3794
3149,L3795
2763,L3796
8245,L3797
7726,L3798
7567,L3799
7575,L3800
7600,L3801
8213,L3802
6514,L3803
8256,L3804
114537,L3807
2622,L3808
8407,L3809
8088,L3810
8425,L3811
52621,L3812
742,L3813
695,L3815
47440,L3817
135553,L3818
127222,L3819
8324,L3820
7365,L3821
8179,L3822
8427,L3823
783,L3825
8008,L3826
2490,L3828
417,L3829
8325,L3830
902,L3831
8428,L3832
2304,L3833
2918,L3836
8000,L3837
8021,L3837
7752,L3838
105326,L3839
72107,L3840
8510,L3841
7565,L3842
4192,L3843
8410,L3844
3106,L3846
674,L3847
1886,L3849
4072,L3850
52571,L3853
8794,L3854
7516,L3856
8436,L3857
85805,L3858
103276,L3859
7816,L3860
1100,L3861
8403,L3862
8346,L3863
55609,L3864
8134,L3865
140806,L3866
49455,L3867
8416,L3868
8141,L3869
970,L3870
98211,L3871
96156,L3872
7534,L3873
1668,L3874
8068,L3875
8405,L3876
2147,L3877
2826,L3878
8517,L3879
4134,L3880
135637,L3881
1236,L3882
91,L3883
6527,L3884
3252,L3885
8155,L3886
4438,L3887
8490,L3888
4111,L3890
13859,L3891
109435,L3892
61840,L3893
457,L3895
7881,L3896
2256,L3898
1087,L3899
8364,L3900
7810,L3901
7773,L3906
5227,L3908
7523,L3909
3924,L3910
491,L3911
30579,L3911
2429,L3912
7488,L3913
3291,L3914
1371,L3915
8144,L3916
4540,L3918
2872,L3919
69034,L3920
1070,L3921
4623,L3922
7692,L3923
7834,L3923
7663,L3924
8456,L3925
4584,L3926
717,L3927
3474,L3929
8486,L3932
1545,L3933
4519,L3936
107505,L3937
37958,L3938
11808,L3939
5505,L3941
1066,L3942
3167,L3943
777,L3945
1069,L3946
8094,L3947
2219,L3950
6973,L3951
7904,L3952
199,L3954
3065,L3957
8483,L3959
7664,L3960
5333,L3961
3521,L3962
5364,L3963
709,L3964
7527,L3965
640,L3966
8513,L3968
2269,L3969
4781,L3970
60828,L3972
3220,L3973
4896,L3974
8048,L3975
48431,L3976
1023,L3977
7696,L3980
3468,L3981
93072,L3982
8396,L3984
840,L3985
3688,L3985
1472,L3986
7467,L3987
1431,L3988
5179,L3989
466,L3990
4332,L3991
4361,L3993
7892,L3994
5147,L3998
1430,L3999
2091,L4000
120935,L4001
7479,L4003
7954,L4004
8174,L4005
6362,L4006
8035,L4007
62969,L4008
158,L4009
588,L4010
2195,L4013
817,L4014
5198,L4016
8252,L4017
507,L4018
536,L4019
8493,L4020
2747,L4021
5564,L4022
8438,L4023
512,L4024
6363,L4025
4020,L4028
7628,L4029
953,L4031
4484,L4032
8188,L4034
3520,L4035
7747,L4036
7914,L4037
8264,L4037
8385,L4037
103,L4038
4239,L4039
468,L4040
7572,L4041
4337,L4042
475,L4043
1920,L4044
5228,L4045
1672,L4046
7819,L4048
3750,L4049
474,L4050
5240,L4054
179,L4055
943,L4057
2008,L4057
7853,L4060
8471,L4062
8206,L4063
8440,L4064
1278,L4066
8339,L4067
2392,L4070
4101,L4072
101212,L4073
3642,L4074
7631,L4076
5116,L4077
5565,L4079
5542,L4080
55621,L4081
2371,L4082
53651,L4083
25403,L4084
6358,L4085
1917,L4086
54729,L4088
6426,L4089
7606,L4090
4761,L4091
6357,L4092
30554,L4093
3966,L4094
7622,L4096
5249,L4098
5195,L4099
97104,L4100
55624,L4101
8506,L4103
7709,L4104
6356,L4105
2795,L4106
83716,L4107
1949,L4108
8413,L4109
7682,L4110
5412,L4111
6404,L4112
90975,L4115
5303,L4116
32670,L4117
1699,L4118
6378,L4121
8389,L4122
1575,L4123
5208,L4124
7740,L4125
8397,L4126
8322,L4127
3619,L4128
360,L4129
5223,L4130
7811,L4131
896,L4133
401,L4134
4260,L4135
90950,L4136
135688,L4138
5331,L4139
8382,L4142
4428,L4143
1326,L4144
1134,L4145
7743,L4146
2636,L4147
268,L4148
68059,L4149
2734,L4150
15908,L4151
8105,L4152
11753,L4154
1838,L4155
7760,L4156
80525,L4158
790,L4159
37922,L4160
1242,L4161
1209,L4162
5197,L4163
5435,L4165
7756,L4166
7862,L4167
8474,L4169
7997,L4172
7634,L4173
80526,L4174
3798,L4175
7643,L4176
1707,L4177
7823,L4178
1854,L4179
19035,L4182
5488,L4183
3439,L4184
7633,L4185
2639,L4186
4064,L4187
4254,L4188
7733,L4189
78434,L4190
2186,L4193
894,L4194
8046,L4198
8481,L4199
3754,L4200
7860,L4201
23286,L4202
8406,L4203
7524,L4204
8423,L4205
2992,L4206
101202,L4207
766,L4208
1076,L4211
4655,L4212
7944,L4213
4718,L4214
5244,L4215
2922,L4216
8477,L4221
90015,L4222
4216,L4223
5332,L4224
3273,L4225
3540,L4226
7897,L4227
65703,L4228
5382,L4229
5464,L4230
8503,L4231
8315,L4232
1123,L4234
66035,L4236
108402,L4237
129,L4239
7768,L4240
89978,L4241
5300,L4242
8362,L4243
2123,L4244
139765,L4245
834,L4246
139707,L4247
5392,L4248
7921,L4251
3631,L4252
4892,L4254
40075,L4255
67054,L4256
5016,L4258
231,L4259
4143,L4261
6377,L4264
84729,L4265
40044,L4266
548,L4267
62864,L4268
127344,L4269
6376,L4270
2789,L4271
4765,L4275
5416,L4276
7536,L4277
7538,L4278
1722,L4279
2902,L4280
4795,L4281
8157,L4282
7458,L4284
361,L4290
2964,L4291
6354,L4292
7525,L4293
1131,L4294
122961,L4296
117621,L4298
6387,L4300
107382,L4301
3441,L4302
1819,L4305
1684,L4306
43263,L4307
100202,L4308
75,L4309
55617,L4312
135981,L4313
1168,L4314
17947,L4315
43237,L4315
103210,L4315
7798,L4316
72,L4317
2313,L4318
42225,L4319
91980,L4319
5054,L4320
78419,L4321
84,L4322
7658,L4326
203,L4328
5579,L4329
29451,L4330
94084,L4331
121982,L4331
4539,L4333
2376,L4335
5514,L4337
5348,L4338
3943,L4339
8526,L4340
2062,L4341
8484,L4342
7529,L4343
5349,L4344
1932,L4345
45290,L4346
4549,L4350
3865,L4351
335,L4352
8482,L4353
3900,L4354
1080,L4355
541,L4356
78404,L4358
7925,L4359
115659,L4360
139780,L4361
51452,L4362
54712,L4363
10769,L4364
109348,L4366
2648,L4367
5451,L4374
8494,L4375
42203,L4376
8363,L4377
1089,L4378
66005,L4381
139770,L4382
57709,L4383
132581,L4385
43260,L4386
103214,L4387
7799,L4389
3618,L4392
9883,L4393
132578,L4394
118775,L4395
135695,L4396
7676,L4397
135698,L4398
109,L4399
8387,L4400
4520,L4408
7727,L4409
59793,L4410
67008,L4411
56682,L4412
2566,L4413
33651,L4414
91950,L4414
4307,L4416
5315,L4417
3741,L4418
6355,L4419
1109,L4420
95004,L4421
1547,L4423
33706,L4427
2876,L4428
7809,L4429
1768,L4431
44274,L4433
29507,L4434
62854,L4435
15797,L4438
47233,L4438
24325,L4439
75192,L4440
134691,L4441
1570,L4442
30537,L4443
126136,L4445
28465,L4446
15848,L4447
3561,L4448
36845,L4450
2606,L4451
134680,L4455
1992,L4456
116648,L4457
3356,L4459
4785,L4460
971,L4461
7746,L4463
1315,L4464
2372,L4465
6379,L4466
4845,L4467
2267,L4468
28356,L4469
539,L4470
96033,L4471
69070,L4472
48314,L4473
1514,L4474
73041,L4475
124051,L4476
7981,L4477
7468,L4478
1845,L4479
7917,L4480
10673,L4481
52531,L4482
35777,L4483
131577,L4483
8402,L4485
138812,L4488
173,L4489
6364,L4490
95068,L4491
10670,L4492
79413,L4492
36762,L4494
2220,L4495
85738,L4496
1764,L4497
3011,L4498
37919,L4499
14775,L4500
540,L4501
122917,L4502
5588,L4504
52595,L4505
8023,L4506
80508,L4507
3682,L4508
76267,L4512
34659,L4513
4835,L4514
3542,L4515
7856,L4516
2952,L4517
87796,L4519
4267,L4520
56629,L4523
60742,L4524
1946,L4526
1065,L4527
877,L4528
117631,L4530
62813,L4531
94990,L4531
4913,L4532
4144,L4533
7580,L4534
2927,L4535
124013,L4536
7818,L4537
2295,L4538
7491,L4539
17898,L4540
135708,L4542
765,L4544
1696,L4546
17954,L4547
61844,L4547
18987,L4548
96068,L4549
103186,L4550
8475,L4551
104172,L4553
8138,L4555
163,L4557
373,L4561
37873,L4561
123941,L4561
140838,L4561
126037,L4562
8049,L4563
4381,L4564
17959,L4567
4164,L4569
263,L4570
1139,L4570
3802,L4573
28397,L4574
678,L4575
1943,L4576
7679,L4577
137740,L4578
3624,L4579
32704,L4581
100219,L4581
1478,L4582
38853,L4583
17960,L4584
42249,L4584
78348,L4585
10727,L4586
103152,L4589
126,L4590
2185,L4592
97147,L4593
119746,L4594
7934,L4595
87,L4596
41146,L4597
14815,L4598
8018,L4599
15823,L4600
110327,L4601
4243,L4604
1321,L4605
1755,L4606
66962,L4607
4001,L4608
6367,L4609
41137,L4610
3482,L4611
119753,L4612
1822,L4613
108285,L4614
2424,L4615
1188,L4619
8874,L4620
2532,L4621
2629,L4622
7974,L4623
1964,L4624
7879,L4625
26503,L4626
4274,L4628
73059,L4629
734,L4630
1359,L4630
48346,L4631
60727,L4632
3766,L4633
124079,L4634
63910,L4635
123989,L4636
283,L4637
2842,L4638
2249,L4639
27495,L4640
1703,L4641
188,L4643
2287,L4644
128398,L4644
3489,L4645
33662,L4646
74217,L4647
17867,L4648
25326,L4649
3970,L4650
1911,L4652
375,L4653
3637,L4654
119754,L4655
105283,L4656
3799,L4657
95013,L4658
128460,L4658
91915,L4659
6366,L4660
1432,L4661
8437,L4662
39957,L4664
8465,L4665
136603,L4666
75277,L4667
4927,L4668
95022,L4670
43282,L4671
2261,L4673
58639,L4674
104189,L4674
8451,L4675
87903,L4676
3209,L4677
4178,L4677
58664,L4678
101139,L4679
57676,L4680
1636,L4681
31605,L4682
9972,L4683
104214,L4683
129465,L4683
610,L4684
19981,L4685
4200,L4688
1307,L4690
78447,L4692
4278,L4693
139838,L4694
685,L4695
134629,L4696
43280,L4697
139729,L4697
3819,L4698
7605,L4699
4434,L4700
3307,L4701
1439,L4702
3630,L4702
131668,L4703
129509,L4707
12827,L4708
19077,L4708
392,L4709
280,L4710
59714,L4711
16866,L4712
96130,L4713
3686,L4715
1816,L4716
66739,L4717
58763,L4718
501,L4719
5449,L4720
2483,L4723
8004,L4724
125058,L4725
97084,L4726
34661,L4727
736,L4728
4297,L4729
4098,L4730
4849,L4731
4603,L4732
35794,L4733
4061,L4734
700,L4735
82526,L4736
2686,L4737
114507,L4738
47232,L4739
2419,L4740
123977,L4741
11789,L4742
87802,L4745
123972,L4747
7652,L4748
26427,L4749
490,L4750
1942,L4751
2604,L4752
134618,L4754
1737,L4755
3973,L4756
1335,L4757
110,L4758
5479,L4759
4035,L4760
79404,L4761
2576,L4762
3528,L4763
236,L4765
197,L4766
4991,L4767
2002,L4768
131608,L4769
1934,L4770
89989,L4771
4252,L4774
126042,L4775
9926,L4776
3353,L4778
17866,L4779
63876,L4780
65948,L4781
8043,L4783
70049,L4784
28499,L4785
68075,L4785
17906,L4787
1378,L4788
80490,L4789
2193,L4791
7910,L4793
65915,L4795
800,L4796
71126,L4798
92026,L4799
133684,L4800
7517,L4801
11794,L4802
35683,L4803
82594,L4804
98189,L4805
138716,L4806
3349,L4807
2628,L4808
22249,L4809
112583,L4809
7852,L4810
3598,L4811
3738,L4812
6359,L4813
1534,L4814
2517,L4815
119834,L4816
49438,L4817
3889,L4818
122876,L4820
1881,L4821
2545,L4822
924,L4824
3407,L4825
3800,L4826
8803,L4827
58758,L4828
2203,L4829
1505,L4830
67985,L4831
1828,L4832
1958,L4833
2121,L4834
2435,L4836
1736,L4838
4751,L4840
36724,L4841
1675,L4842
77359,L4843
85795,L4844
955,L4846
135656,L4847
1649,L4848
8092,L4849
21138,L4850
4577,L4851
94983,L4852
5161,L4853
485,L4854
63963,L4855
80500,L4856
3077,L4857
5149,L4858
29465,L4859
3809,L4860
7778,L4861
4256,L4862
84678,L4863
100184,L4865
21140,L4866
2815,L4867
2583,L4870
3720,L4871
1750,L4872
27448,L4873
4583,L4874
2154,L4875
24363,L4876
110434,L4877
1166,L4878
89903,L4879
5521,L4880
112493,L4881
41151,L4882
1337,L4883
25449,L4884
5269,L4885
1751,L4886
83634,L4887
69085,L4888
1873,L4889
1338,L4891
1878,L4892
90941,L4894
1539,L4896
724,L4897
3904,L4897
1556,L4898
7522,L4900
133648,L4901
773,L4903
84662,L4904
117581,L4906
85701,L4907
1147,L4908
20074,L4909
1680,L4910
34726,L4911
99205,L4911
94087,L4912
57638,L4913
22108,L4914
106329,L4915
3264,L4916
823,L4919
8162,L4921
117656,L4925
59814,L4926
3013,L4927
41048,L4928
30606,L4929
3173,L4930
232,L4931
2738,L4933
7704,L4934
2024,L4937
86763,L4938
835,L4939
96122,L4940
4414,L4941
70116,L4942
50449,L4943
138745,L4944
46260,L4945
117637,L4946
85654,L4947
8128,L4948
79,L4950
79429,L4951
114558,L4953
137728,L4954
1814,L4955
1153,L4956
2605,L4957
8055,L4958
8340,L4960
2017,L4961
2584,L4962
1938,L4963
42112,L4964
3657,L4965
32609,L4966
5207,L4967
620,L4968
4990,L4969
13765,L4971
1644,L4972
3331,L4975
531,L4976
61817,L4977
24352,L4978
86726,L4979
126113,L4980
83667,L4981
5517,L4982
31636,L4984
1898,L4985
57641,L4987
2067,L4988
93043,L4989
3784,L4990
7827,L4991
4662,L4992
4934,L4993
3236,L4994
874,L4998
2065,L4999
68041,L5000
1592,L5002
50432,L5004
123003,L5005
3985,L5006
3672,L5007
94111,L5008
6383,L5009
4708,L5010
3024,L5011
3467,L5012
5293,L5013
3673,L5015
2286,L5016
46326,L5017
2817,L5018
2680,L5019
726,L5020
2896,L5022
5044,L5023
5543,L5024
56645,L5025
1093,L5026
3773,L5028
127316,L5029
9912,L5030
7615,L5031
228,L5032
8845,L5033
99192,L5035
4011,L5036
1466,L5037
3639,L5039
3434,L5040
55611,L5041
13785,L5042
55584,L5043
3835,L5044
33640,L5046
2787,L5047
4176,L5048
3316,L5049
4706,L5050
4387,L5051
1258,L5053
49372,L5056
1806,L5057
1876,L5058
125049,L5058
117695,L5060
1681,L5061
266,L5062
1219,L5064
448,L5065
136690,L5066
5261,L5067
5205,L5069
78424,L5071
8913,L5072
105254,L5072
2729,L5073
103162,L5074
4854,L5075
112600,L5077
127358,L5078
3078,L5080
125146,L5081
20093,L5082
118753,L5083
764,L5084
67,L5085
29550,L5086
8054,L5087
4424,L5088
2572,L5089
4669,L5090
1927,L5092
2913,L5094
1762,L5095
5194,L5096
3041,L5097
422,L5099
3909,L5100
111483,L5102
71026,L5103
854,L5104
256,L5105
4673,L5106
4236,L5107
4450,L5107
120911,L5108
5009,L5109
2086,L5110
3996,L5111
77306,L5112
2759,L5113
4885,L5116
4115,L5117
35774,L5118
4857,L5119
3251,L5120
3069,L5121
138768,L5122
14882,L5123
104200,L5124
44280,L5125
4320,L5126
2073,L5127
125110,L5129
4499,L5131
5020,L5132
34729,L5133
3574,L5134
27432,L5135
1497,L5136
3616,L5137
1903,L5140
103194,L5142
8295,L5144
131,L5145
222,L5146
102116,L5147
5475,L5148
8242,L5149
67996,L5150
4658,L5151
105285,L5152
306,L5153
3758,L5154
106,L5155
127451,L5157
5176,L5158
8027,L5159
7562,L5160
33718,L5162
4368,L5163
5000,L5164
5328,L5165
135679,L5166
59799,L5169
4656,L5170
4087,L5171
4659,L5172
14842,L5174
16911,L5175
1004,L5176
91905,L5177
4777,L5178
70034,L5179
7767,L5180
13820,L5181
3548,L5182
5014,L5184
251,L5185
34684,L5186
111528,L5187
142,L5189
75267,L5190
78439,L5191
4321,L5192
1725,L5194
88977,L5195
4902,L5196
5431,L5196
5062,L5197
5474,L5198
117598,L5199
2318,L5200
3697,L5201
594,L5203
15831,L5204
1061,L5205
4979,L5207
86840,L5208
112557,L5209
7725,L5210
2755,L5211
3658,L5213
7480,L5214
1914,L5215
131564,L5218
1465,L5219
121973,L5220
4188,L5221
4951,L5222
478,L5223
4369,L5224
2018,L5226
31630,L5227
6344,L5228
26422,L5229
140767,L5230
6384,L5231
5187,L5232
111522,L5233
3295,L5234
13747,L5235
16783,L5236
4460,L5237
37951,L5238
50483,L5239
4994,L5240
1274,L5241
5083,L5242
10759,L5244
1353,L5246
407,L5247
58731,L5248
7551,L5249
706,L5250
92022,L5251
973,L5253
12793,L5254
36817,L5255
24366,L5258
43169,L5259
915,L5260
1634,L5261
138730,L5262
5455,L5265
2834,L5266
2589,L5267
42222,L5268
1013,L5269
2101,L5271
4904,L5272
5157,L5273
7669,L5274
841,L5275
2718,L5276
4907,L5277
3860,L5278
3731,L5279
1812,L5280
102136,L5281
123950,L5282
3892,L5284
963,L5285
80446,L5286
704,L5287
3696,L5289
15809,L5290
125098,L5291
114544,L5293
4548,L5294
33689,L5295
782,L5296
5456,L5297
93999,L5298
107299,L5299
4491,L5300
7759,L5302
3216,L5305
7735,L5306
19002,L5307
8236,L5308
4672,L5309
24381,L5310
5163,L5311
5182,L5312
2772,L5314
7836,L5315
804,L5316
3818,L5317
1058,L5318
2344,L5319
96048,L5320
440,L5321
1387,L5323
58719,L5324
8177,L5325
4211,L5326
8415,L5327
51461,L5328
4817,L5329
37821,L5330
2754,L5331
3946,L5332
1253,L5333
48407,L5334
4789,L5336
3057,L5337
2839,L5339
45295,L5340
8348,L5346
58720,L5347
4956,L5348
4675,L5349
5136,L5350
8183,L5351
62,L5352
2540,L5353
3535,L5354
8367,L5356
101216,L5357
4776,L5358
56670,L5359
4646,L5361
132608,L5362
3543,L5363
617,L5364
1083,L5366
270,L5367
7978,L5369
112569,L5372
43257,L5373
436,L5374
8151,L5375
4627,L5376
4534,L5377
4296,L5378
5432,L5380
124054,L5381
4711,L5382
117649,L5383
29483,L5384
5410,L5385
2221,L5386
54929,L5387
45221,L5388
5076,L5389
2022,L5390
129494,L5391
60729,L5394
4846,L5395
75244,L5396
70,L5398
95305,L5399
2994,L5400
57628,L5402
97079,L5403
18979,L5404
31639,L5405
4439,L5406
13790,L5407
5017,L5408
4275,L5409
1146,L5410
768,L5411
1470,L5412
17832,L5413
1848,L5414
118752,L5417
4850,L5418
5126,L5419
2984,L5420
5347,L5421
2968,L5422
1708,L5423
2037,L5424
403,L5425
4422,L5426
104301,L5427
4048,L5428
1897,L5429
916,L5430
1953,L5431
65995,L5432
75166,L5433
3950,L5435
53620,L5436
121856,L5437
8219,L5438
5078,L5439
101144,L5440
1417,L5442
4286,L5443
65932,L5445
26455,L5446
64987,L5448
1979,L5449
1772,L5450
5272,L5451
55513,L5452
2529,L5453
113505,L5454
6347,L5455
108276,L5456
2546,L5459
4089,L5460
5360,L5461
54611,L5462
3942,L5463
2519,L5466
97068,L5467
4791,L5468
720,L5469
140770,L5470
106260,L5471
3169,L5472
4973,L5473
7712,L5474
125158,L5475
3074,L5476
3982,L5477
2409,L5479
762,L5480
537,L5482
8863,L5484
134724,L5485
8241,L5486
3499,L5487
122956,L5488
1493,L5490
2588,L5491
2411,L5493
4306,L5495
3445,L5496
27482,L5497
4943,L5498
7763,L5500
5339,L5501
1448,L5502
129444,L5503
968,L5504
4177,L5505
3114,L5506
2780,L5508
3343,L5509
1003,L5510
2128,L5513
3400,L5514
63946,L5516
8895,L5518
666,L5519
21038,L5520
745,L5522
3238,L5523
30559,L5525
128,L5526
136695,L5527
113488,L5528
2824,L5529
5154,L5531
3026,L5532
623,L5533
5298,L5535
2237,L5536
5319,L5537
6386,L5538
4270,L5539
4847,L5540
92251,L5541
2181,L5542
1330,L5543
4400,L5544
4122,L5545
1512,L5546
37914,L5548
62837,L5549
71100,L5550
64981,L5555
4364,L5558
96115,L5559
2981,L5560
2088,L5561
58723,L5562
83644,L5564
4046,L5565
4596,L5566
97371,L5568
3463,L5569
3963,L5572
8026,L5573
4796,L5574
1250,L5575
5381,L5576
5153,L5577
102475,L5578
67262,L5579
5067,L5580
7684,L5583
139824,L5585
2132,L5586
3109,L5587
5472,L5588
749,L5589
4878,L5591
1582,L5592
386,L5594
5510,L5595
1142,L5596
4919,L5597
641,L5598
1300,L5599
1074,L5600
1941,L5602
612,L5603
3728,L5604
4963,L5605
41053,L5606
100185,L5607
5568,L5608
96133,L5609
4602,L5610
5511,L5611
3864,L5612
113483,L5613
969,L5615
4412,L5616
5236,L5617
2683,L5621
4612,L5622
50697,L5623
557,L5626
2661,L5627
2538,L5628
57671,L5629
39951,L5630
21049,L5631
4731,L5632
59786,L5633
4780,L5634
5441,L5635
3792,L5636
3748,L5637
7857,L5638
4565,L5639
4370,L5640
101127,L5641
4463,L5642
127388,L5643
3583,L5644
4833,L5645
133646,L5646
81497,L5647
3829,L5648
3562,L5649
3177,L5651
1164,L5652
3469,L5653
93023,L5654
5033,L5655
196,L5657
4757,L5658
3834,L5659
4235,L5660
4398,L5661
5292,L5664
1661,L5665
83676,L5666
4960,L5668
81475,L5669
99156,L5670
5353,L5671
2000,L5672
8204,L5674
960,L5675
2076,L5676
4611,L5677
1683,L5678
3555,L5679
4485,L5680
1868,L5681
2072,L5681
133645,L5682
4950,L5683
114491,L5684
4390,L5687
2025,L5688
8419,L5689
1496,L5690
94998,L5691
92972,L5692
83682,L5693
112529,L5693
33647,L5694
3584,L5695
975,L5699
4931,L5700
5270,L5701
4724,L5702
2461,L5704
4489,L5706
20051,L5707
129531,L5709
5571,L5710
1295,L5711
8380,L5712
90919,L5713
2939,L5714
4793,L5715
3373,L5716
4241,L5717
8243,L5718
5453,L5719
305,L5720
5139,L5723
1365,L5724
976,L5726
109425,L5727
4349,L5728
2919,L5729
2596,L5730
1102,L5732
956,L5733
5064,L5736
103181,L5737
4914,L5739
4683,L5740
3244,L5741
2443,L5742
5425,L5744
1243,L5745
1664,L5746
648,L5747
4522,L5749
2196,L5750
117610,L5751
65913,L5752
47286,L5754
1150,L5755
876,L5757
25391,L5758
3571,L5759
71016,L5760
103160,L5760
4496,L5761
2897,L5763
4897,L5764
5048,L5765
5465,L5766
772,L5767
3930,L5768
618,L5769
4721,L5770
5369,L5771
1859,L5772
4493,L5773
519,L5776
5417,L5777
4459,L5778
3225,L5779
2996,L5780
3017,L5781
4554,L5782
4589,L5784
4923,L5785
4887,L5786
5120,L5787
1090,L5788
4869,L5789
3513,L5790
3774,L5792
34613,L5793
802,L5794
2191,L5795
3570,L5795
